figure_id,text,font_family,font_size_pt,minimum_8pt_pass,times_new_roman_pass
Figure S6,-13.4,Times New Roman,11.0,1,1
Figure S6,(a),Times New Roman,11.0,1,1
Figure S6,M1,Times New Roman,11.0,1,1
Figure S6,M1,Times New Roman,11.0,1,1
Figure S6,M2,Times New Roman,11.0,1,1
Figure S6,M2,Times New Roman,11.0,1,1
Figure S6,M3,Times New Roman,11.0,1,1
Figure S6,M3,Times New Roman,11.0,1,1
Figure S6,BETA MIN NEG,Times New Roman,11.0,1,1
Figure S6,BETA MIN NEG,Times New Roman,11.0,1,1
Figure S6,BETA MIN POS,Times New Roman,11.0,1,1
Figure S6,BETA MIN POS,Times New Roman,11.0,1,1
Figure S6,FINAL CLIP HIGH,Times New Roman,11.0,1,1
Figure S6,FINAL CLIP HIGH,Times New Roman,11.0,1,1
Figure S6,FINAL CLIP LOW,Times New Roman,11.0,1,1
Figure S6,FINAL CLIP LOW,Times New Roman,11.0,1,1
Figure S6,I0,Times New Roman,11.0,1,1
Figure S6,I0,Times New Roman,11.0,1,1
Figure S6,I1,Times New Roman,11.0,1,1
Figure S6,I1,Times New Roman,11.0,1,1
Figure S6,I2,Times New Roman,11.0,1,1
Figure S6,I2,Times New Roman,11.0,1,1
Figure S6,LIMITER INACT,Times New Roman,11.0,1,1
Figure S6,LIMITER INACT,Times New Roman,11.0,1,1
Figure S6,LIMITER OFF,Times New Roman,11.0,1,1
Figure S6,LIMITER OFF,Times New Roman,11.0,1,1
Figure S6,RATIO NEG,Times New Roman,11.0,1,1
Figure S6,RATIO NEG,Times New Roman,11.0,1,1
Figure S6,RATIO POS,Times New Roman,11.0,1,1
Figure S6,RATIO POS,Times New Roman,11.0,1,1
Figure S6,SE CLIP HIGH,Times New Roman,11.0,1,1
Figure S6,SE CLIP HIGH,Times New Roman,11.0,1,1
Figure S6,SE CLIP LOW,Times New Roman,11.0,1,1
Figure S6,SE CLIP LOW,Times New Roman,11.0,1,1
Figure S6,All 39 mixed full-matrix series,Times New Roman,11.0,1,1
Figure S6,(b),Times New Roman,11.0,1,1
Figure S6,h,Times New Roman,11.0,1,1
Figure S6,1e-9,Times New Roman,11.0,1,1
Figure S6,1e-9,Times New Roman,11.0,1,1
Figure S6,1e-8,Times New Roman,11.0,1,1
Figure S6,1e-8,Times New Roman,11.0,1,1
Figure S6,1e-7,Times New Roman,11.0,1,1
Figure S6,1e-7,Times New Roman,11.0,1,1
Figure S6,1e-6,Times New Roman,11.0,1,1
Figure S6,1e-6,Times New Roman,11.0,1,1
Figure S6,1e-5,Times New Roman,11.0,1,1
Figure S6,1e-5,Times New Roman,11.0,1,1
Figure S6,1e-4,Times New Roman,11.0,1,1
Figure S6,1e-4,Times New Roman,11.0,1,1
Figure S6,1e-3,Times New Roman,11.0,1,1
Figure S6,1e-3,Times New Roman,11.0,1,1
Figure S6,1e-2,Times New Roman,11.0,1,1
Figure S6,1e-2,Times New Roman,11.0,1,1
Figure S6,1e-1,Times New Roman,11.0,1,1
Figure S6,1e-1,Times New Roman,11.0,1,1
Figure S6,1e+0,Times New Roman,11.0,1,1
Figure S6,1e+0,Times New Roman,11.0,1,1
Figure S6,relative scaled L2 error,Times New Roman,11.0,1,1
Figure S6,1e-7,Times New Roman,11.0,1,1
Figure S6,1e-7,Times New Roman,11.0,1,1
Figure S6,1e-6,Times New Roman,11.0,1,1
Figure S6,1e-6,Times New Roman,11.0,1,1
Figure S6,1e-5,Times New Roman,11.0,1,1
Figure S6,1e-5,Times New Roman,11.0,1,1
Figure S6,1e-4,Times New Roman,11.0,1,1
Figure S6,1e-4,Times New Roman,11.0,1,1
Figure S6,1e-3,Times New Roman,11.0,1,1
Figure S6,1e-3,Times New Roman,11.0,1,1
Figure S6,1e-2,Times New Roman,11.0,1,1
Figure S6,1e-2,Times New Roman,11.0,1,1
Figure S6,1e-1,Times New Roman,11.0,1,1
Figure S6,1e-1,Times New Roman,11.0,1,1
Figure S6,1e+0,Times New Roman,11.0,1,1
Figure S6,1e+0,Times New Roman,11.0,1,1
Figure S6,1e+1,Times New Roman,11.0,1,1
Figure S6,1e+1,Times New Roman,11.0,1,1
Figure S6,1e+2,Times New Roman,11.0,1,1
Figure S6,1e+2,Times New Roman,11.0,1,1
Figure S6,Three retained binary64-inconclusive series,Times New Roman,11.0,1,1
Figure S6,M1,Times New Roman,11.0,1,1
Figure S6,M2,Times New Roman,11.0,1,1
Figure S6,M3,Times New Roman,11.0,1,1
Figure S6,strict gate,Times New Roman,11.0,1,1
Figure S6,log10(best relative scaled L2 error),Times New Roman,11.0,1,1
Figure S6,−16,Times New Roman,11.0,1,1
Figure S6,−16,Times New Roman,11.0,1,1
Figure S6,−14,Times New Roman,11.0,1,1
Figure S6,−14,Times New Roman,11.0,1,1
Figure S6,−12,Times New Roman,11.0,1,1
Figure S6,−12,Times New Roman,11.0,1,1
Figure S6,−10,Times New Roman,11.0,1,1
Figure S6,−10,Times New Roman,11.0,1,1
Figure S6,−8,Times New Roman,11.0,1,1
Figure S6,−8,Times New Roman,11.0,1,1
Figure S6,−6,Times New Roman,11.0,1,1
Figure S6,−6,Times New Roman,11.0,1,1
Figure S6,−4,Times New Roman,11.0,1,1
Figure S6,−4,Times New Roman,11.0,1,1
Figure S7,(a),Times New Roman,11.0,1,1
Figure S7,residual row,Times New Roman,11.0,1,1
Figure S7,1,Times New Roman,11.0,1,1
Figure S7,1,Times New Roman,11.0,1,1
Figure S7,2,Times New Roman,11.0,1,1
Figure S7,2,Times New Roman,11.0,1,1
Figure S7,3,Times New Roman,11.0,1,1
Figure S7,3,Times New Roman,11.0,1,1
Figure S7,4,Times New Roman,11.0,1,1
Figure S7,4,Times New Roman,11.0,1,1
Figure S7,5,Times New Roman,11.0,1,1
Figure S7,5,Times New Roman,11.0,1,1
Figure S7,6,Times New Roman,11.0,1,1
Figure S7,6,Times New Roman,11.0,1,1
Figure S7,7,Times New Roman,11.0,1,1
Figure S7,7,Times New Roman,11.0,1,1
Figure S7,8,Times New Roman,11.0,1,1
Figure S7,8,Times New Roman,11.0,1,1
Figure S7,9,Times New Roman,11.0,1,1
Figure S7,9,Times New Roman,11.0,1,1
Figure S7,10,Times New Roman,11.0,1,1
Figure S7,10,Times New Roman,11.0,1,1
Figure S7,11,Times New Roman,11.0,1,1
Figure S7,11,Times New Roman,11.0,1,1
Figure S7,12,Times New Roman,11.0,1,1
Figure S7,12,Times New Roman,11.0,1,1
Figure S7,13,Times New Roman,11.0,1,1
Figure S7,13,Times New Roman,11.0,1,1
Figure S7,14,Times New Roman,11.0,1,1
Figure S7,14,Times New Roman,11.0,1,1
Figure S7,15,Times New Roman,11.0,1,1
Figure S7,15,Times New Roman,11.0,1,1
Figure S7,16,Times New Roman,11.0,1,1
Figure S7,16,Times New Roman,11.0,1,1
Figure S7,scaled absolute mismatch,Times New Roman,11.0,1,1
Figure S7,1e-20,Times New Roman,11.0,1,1
Figure S7,1e-20,Times New Roman,11.0,1,1
Figure S7,1e-19,Times New Roman,11.0,1,1
Figure S7,1e-19,Times New Roman,11.0,1,1
Figure S7,1e-18,Times New Roman,11.0,1,1
Figure S7,1e-18,Times New Roman,11.0,1,1
Figure S7,1e-17,Times New Roman,11.0,1,1
Figure S7,1e-17,Times New Roman,11.0,1,1
Figure S7,1e-16,Times New Roman,11.0,1,1
Figure S7,1e-16,Times New Roman,11.0,1,1
Figure S7,1e-15,Times New Roman,11.0,1,1
Figure S7,1e-15,Times New Roman,11.0,1,1
Figure S7,1e-14,Times New Roman,11.0,1,1
Figure S7,1e-14,Times New Roman,11.0,1,1
Figure S7,Sixteen-row active-set oracle closure,Times New Roman,11.0,1,1
Figure S7,M1,Times New Roman,11.0,1,1
Figure S7,M2,Times New Roman,11.0,1,1
Figure S7,M3,Times New Roman,11.0,1,1
Figure S7,(b),Times New Roman,11.0,1,1
Figure S7,M1,Times New Roman,11.0,1,1
Figure S7,M1,Times New Roman,11.0,1,1
Figure S7,M2,Times New Roman,11.0,1,1
Figure S7,M2,Times New Roman,11.0,1,1
Figure S7,M3,Times New Roman,11.0,1,1
Figure S7,M3,Times New Roman,11.0,1,1
Figure S7,relative scaled L2 error,Times New Roman,11.0,1,1
Figure S7,1e-19,Times New Roman,11.0,1,1
Figure S7,1e-19,Times New Roman,11.0,1,1
Figure S7,1e-17,Times New Roman,11.0,1,1
Figure S7,1e-17,Times New Roman,11.0,1,1
Figure S7,1e-15,Times New Roman,11.0,1,1
Figure S7,1e-15,Times New Roman,11.0,1,1
Figure S7,1e-13,Times New Roman,11.0,1,1
Figure S7,1e-13,Times New Roman,11.0,1,1
Figure S7,1e-11,Times New Roman,11.0,1,1
Figure S7,1e-11,Times New Roman,11.0,1,1
Figure S7,1e-9,Times New Roman,11.0,1,1
Figure S7,1e-9,Times New Roman,11.0,1,1
Figure S7,1e-7,Times New Roman,11.0,1,1
Figure S7,1e-7,Times New Roman,11.0,1,1
Figure S7,Directional oracle versus physical Jacobian,Times New Roman,11.0,1,1
Figure S7,analytic gate,Times New Roman,11.0,1,1
Figure S8,(a),Times New Roman,11.0,1,1
Figure S8,TX,Times New Roman,11.0,1,1
Figure S8,TX,Times New Roman,11.0,1,1
Figure S8,TY,Times New Roman,11.0,1,1
Figure S8,TY,Times New Roman,11.0,1,1
Figure S8,ROT,Times New Roman,11.0,1,1
Figure S8,ROT,Times New Roman,11.0,1,1
Figure S8,EXX,Times New Roman,11.0,1,1
Figure S8,EXX,Times New Roman,11.0,1,1
Figure S8,EYY,Times New Roman,11.0,1,1
Figure S8,EYY,Times New Roman,11.0,1,1
Figure S8,GXY,Times New Roman,11.0,1,1
Figure S8,GXY,Times New Roman,11.0,1,1
Figure S8,P_0,Times New Roman,11.0,1,1
Figure S8,P_0,Times New Roman,11.0,1,1
Figure S8,P_X,Times New Roman,11.0,1,1
Figure S8,P_X,Times New Roman,11.0,1,1
Figure S8,P_Y,Times New Roman,11.0,1,1
Figure S8,P_Y,Times New Roman,11.0,1,1
Figure S8,S_0,Times New Roman,11.0,1,1
Figure S8,S_0,Times New Roman,11.0,1,1
Figure S8,S_X,Times New Roman,11.0,1,1
Figure S8,S_X,Times New Roman,11.0,1,1
Figure S8,S_Y,Times New Roman,11.0,1,1
Figure S8,S_Y,Times New Roman,11.0,1,1
Figure S8,MIXED,Times New Roman,11.0,1,1
Figure S8,MIXED,Times New Roman,11.0,1,1
Figure S8,maximum registered scaled error,Times New Roman,11.0,1,1
Figure S8,1e-13,Times New Roman,11.0,1,1
Figure S8,1e-13,Times New Roman,11.0,1,1
Figure S8,1e-12,Times New Roman,11.0,1,1
Figure S8,1e-12,Times New Roman,11.0,1,1
Figure S8,1e-11,Times New Roman,11.0,1,1
Figure S8,1e-11,Times New Roman,11.0,1,1
Figure S8,1e-10,Times New Roman,11.0,1,1
Figure S8,1e-10,Times New Roman,11.0,1,1
Figure S8,1e-9,Times New Roman,11.0,1,1
Figure S8,1e-9,Times New Roman,11.0,1,1
Figure S8,Available assembled patch modes,Times New Roman,11.0,1,1
Figure S8,pass,Times New Roman,11.0,1,1
Figure S8,pass,Times New Roman,11.0,1,1
Figure S8,pass,Times New Roman,11.0,1,1
Figure S8,pass,Times New Roman,11.0,1,1
Figure S8,pass,Times New Roman,11.0,1,1
Figure S8,pass,Times New Roman,11.0,1,1
Figure S8,pass,Times New Roman,11.0,1,1
Figure S8,pass,Times New Roman,11.0,1,1
Figure S8,pass,Times New Roman,11.0,1,1
Figure S8,pass,Times New Roman,11.0,1,1
Figure S8,pass,Times New Roman,11.0,1,1
Figure S8,pass,Times New Roman,11.0,1,1
Figure S8,pass,Times New Roman,11.0,1,1
Figure S8,pass,Times New Roman,11.0,1,1
Figure S8,pass,Times New Roman,11.0,1,1
Figure S8,pass,Times New Roman,11.0,1,1
Figure S8,pass,Times New Roman,11.0,1,1
Figure S8,pass,Times New Roman,11.0,1,1
Figure S8,pass,Times New Roman,11.0,1,1
Figure S8,pass,Times New Roman,11.0,1,1
Figure S8,pass,Times New Roman,11.0,1,1
Figure S8,pass,Times New Roman,11.0,1,1
Figure S8,pass,Times New Roman,11.0,1,1
Figure S8,pass,Times New Roman,11.0,1,1
Figure S8,(b),Times New Roman,11.0,1,1
Figure S8,RHS,Times New Roman,9.0,1,1
Figure S8,RHS,Times New Roman,9.0,1,1
Figure S8,AMATRX,Times New Roman,9.0,1,1
Figure S8,AMATRX,Times New Roman,9.0,1,1
Figure S8,SVARS,Times New Roman,9.0,1,1
Figure S8,SVARS,Times New Roman,9.0,1,1
Figure S8,branch,Times New Roman,9.0,1,1
Figure S8,branch,Times New Roman,9.0,1,1
Figure S8,H0_PRE_PATCH,Times New Roman,11.0,1,1
Figure S8,H0_PRE_PATCH,Times New Roman,11.0,1,1
Figure S8,H1_AB,Times New Roman,11.0,1,1
Figure S8,H1_AB,Times New Roman,11.0,1,1
Figure S8,H1_BA,Times New Roman,11.0,1,1
Figure S8,H1_BA,Times New Roman,11.0,1,1
Figure S8,H2_H3_CUTBACK,Times New Roman,11.0,1,1
Figure S8,H2_H3_CUTBACK,Times New Roman,11.0,1,1
Figure S8,H4_KINC0,Times New Roman,11.0,1,1
Figure S8,H4_KINC0,Times New Roman,11.0,1,1
Figure S8,H5_POST_PATCH,Times New Roman,11.0,1,1
Figure S8,H5_POST_PATCH,Times New Roman,11.0,1,1
Figure S8,Rollback replay controls,Times New Roman,11.0,1,1
Figure S9,(a),Times New Roman,11.0,1,1
Figure S9,iteration,Times New Roman,11.0,1,1
Figure S9,0,Times New Roman,11.0,1,1
Figure S9,0,Times New Roman,11.0,1,1
Figure S9,2,Times New Roman,11.0,1,1
Figure S9,2,Times New Roman,11.0,1,1
Figure S9,4,Times New Roman,11.0,1,1
Figure S9,4,Times New Roman,11.0,1,1
Figure S9,6,Times New Roman,11.0,1,1
Figure S9,6,Times New Roman,11.0,1,1
Figure S9,8,Times New Roman,11.0,1,1
Figure S9,8,Times New Roman,11.0,1,1
Figure S9,10,Times New Roman,11.0,1,1
Figure S9,10,Times New Roman,11.0,1,1
Figure S9,empirical residual order,Times New Roman,11.0,1,1
Figure S9,0.0,Times New Roman,11.0,1,1
Figure S9,0.0,Times New Roman,11.0,1,1
Figure S9,0.5,Times New Roman,11.0,1,1
Figure S9,0.5,Times New Roman,11.0,1,1
Figure S9,1.0,Times New Roman,11.0,1,1
Figure S9,1.0,Times New Roman,11.0,1,1
Figure S9,1.5,Times New Roman,11.0,1,1
Figure S9,1.5,Times New Roman,11.0,1,1
Figure S9,2.0,Times New Roman,11.0,1,1
Figure S9,2.0,Times New Roman,11.0,1,1
Figure S9,2.5,Times New Roman,11.0,1,1
Figure S9,2.5,Times New Roman,11.0,1,1
Figure S9,Binary64 and binary128 order,Times New Roman,11.0,1,1
Figure S9,N1 binary64,Times New Roman,11.0,1,1
Figure S9,N1 binary128,Times New Roman,11.0,1,1
Figure S9,N2 binary64,Times New Roman,11.0,1,1
Figure S9,N2 binary128,Times New Roman,11.0,1,1
Figure S9,registered q gate,Times New Roman,11.0,1,1
Figure S9,(b),Times New Roman,11.0,1,1
Figure S9,iteration,Times New Roman,11.0,1,1
Figure S9,−2,Times New Roman,11.0,1,1
Figure S9,−2,Times New Roman,11.0,1,1
Figure S9,0,Times New Roman,11.0,1,1
Figure S9,0,Times New Roman,11.0,1,1
Figure S9,2,Times New Roman,11.0,1,1
Figure S9,2,Times New Roman,11.0,1,1
Figure S9,4,Times New Roman,11.0,1,1
Figure S9,4,Times New Roman,11.0,1,1
Figure S9,6,Times New Roman,11.0,1,1
Figure S9,6,Times New Roman,11.0,1,1
Figure S9,8,Times New Roman,11.0,1,1
Figure S9,8,Times New Roman,11.0,1,1
Figure S9,RHS subtraction cancellation factor,Times New Roman,11.0,1,1
Figure S9,$\mathdefault{10^{-3}}$,Times New Roman,11.0,1,1
Figure S9,$\mathdefault{10^{-3}}$,Times New Roman,11.0,1,1
Figure S9,$\mathdefault{10^{0}}$,Times New Roman,11.0,1,1
Figure S9,$\mathdefault{10^{0}}$,Times New Roman,11.0,1,1
Figure S9,$\mathdefault{10^{3}}$,Times New Roman,11.0,1,1
Figure S9,$\mathdefault{10^{3}}$,Times New Roman,11.0,1,1
Figure S9,$\mathdefault{10^{6}}$,Times New Roman,11.0,1,1
Figure S9,$\mathdefault{10^{6}}$,Times New Roman,11.0,1,1
Figure S9,$\mathdefault{10^{9}}$,Times New Roman,11.0,1,1
Figure S9,$\mathdefault{10^{9}}$,Times New Roman,11.0,1,1
Figure S9,$\mathdefault{10^{12}}$,Times New Roman,11.0,1,1
Figure S9,$\mathdefault{10^{12}}$,Times New Roman,11.0,1,1
Figure S9,$\mathdefault{10^{15}}$,Times New Roman,11.0,1,1
Figure S9,$\mathdefault{10^{15}}$,Times New Roman,11.0,1,1
Figure S9,$\mathdefault{10^{18}}$,Times New Roman,11.0,1,1
Figure S9,$\mathdefault{10^{18}}$,Times New Roman,11.0,1,1
Figure S9,$\mathdefault{10^{21}}$,Times New Roman,11.0,1,1
Figure S9,$\mathdefault{10^{21}}$,Times New Roman,11.0,1,1
Figure S9,Floating-point resolution diagnostic,Times New Roman,11.0,1,1
Figure S9,N1,Times New Roman,11.0,1,1
Figure S9,N2,Times New Roman,11.0,1,1
Figure S10,(a),Times New Roman,11.0,1,1
Figure S10,initial scaled root error,Times New Roman,11.0,1,1
Figure S10,1e-9,Times New Roman,11.0,1,1
Figure S10,1e-9,Times New Roman,11.0,1,1
Figure S10,1e-7,Times New Roman,11.0,1,1
Figure S10,1e-7,Times New Roman,11.0,1,1
Figure S10,1e-5,Times New Roman,11.0,1,1
Figure S10,1e-5,Times New Roman,11.0,1,1
Figure S10,1e-3,Times New Roman,11.0,1,1
Figure S10,1e-3,Times New Roman,11.0,1,1
Figure S10,1e-1,Times New Roman,11.0,1,1
Figure S10,1e-1,Times New Roman,11.0,1,1
Figure S10,1e+1,Times New Roman,11.0,1,1
Figure S10,1e+1,Times New Roman,11.0,1,1
Figure S10,1e+3,Times New Roman,11.0,1,1
Figure S10,1e+3,Times New Roman,11.0,1,1
Figure S10,one-step scaled root error,Times New Roman,11.0,1,1
Figure S10,1e-15,Times New Roman,11.0,1,1
Figure S10,1e-15,Times New Roman,11.0,1,1
Figure S10,1e-13,Times New Roman,11.0,1,1
Figure S10,1e-13,Times New Roman,11.0,1,1
Figure S10,1e-11,Times New Roman,11.0,1,1
Figure S10,1e-11,Times New Roman,11.0,1,1
Figure S10,1e-9,Times New Roman,11.0,1,1
Figure S10,1e-9,Times New Roman,11.0,1,1
Figure S10,1e-7,Times New Roman,11.0,1,1
Figure S10,1e-7,Times New Roman,11.0,1,1
Figure S10,1e-5,Times New Roman,11.0,1,1
Figure S10,1e-5,Times New Roman,11.0,1,1
Figure S10,1e-3,Times New Roman,11.0,1,1
Figure S10,1e-3,Times New Roman,11.0,1,1
Figure S10,1e-1,Times New Roman,11.0,1,1
Figure S10,1e-1,Times New Roman,11.0,1,1
Figure S10,1e+1,Times New Roman,11.0,1,1
Figure S10,1e+1,Times New Roman,11.0,1,1
Figure S10,1e+3,Times New Roman,11.0,1,1
Figure S10,1e+3,Times New Roman,11.0,1,1
Figure S10,Frozen one-step map,Times New Roman,11.0,1,1
Figure S10,N1,Times New Roman,11.0,1,1
Figure S10,N2,Times New Roman,11.0,1,1
Figure S10,linear reference,Times New Roman,11.0,1,1
Figure S10,quadratic reference,Times New Roman,11.0,1,1
Figure S10,(b),Times New Roman,11.0,1,1
Figure S10,N1 | root,Times New Roman,11.0,1,1
Figure S10,N1 | root,Times New Roman,11.0,1,1
Figure S10,N1 | residual,Times New Roman,11.0,1,1
Figure S10,N1 | residual,Times New Roman,11.0,1,1
Figure S10,N2 | root,Times New Roman,11.0,1,1
Figure S10,N2 | root,Times New Roman,11.0,1,1
Figure S10,N2 | residual,Times New Roman,11.0,1,1
Figure S10,N2 | residual,Times New Roman,11.0,1,1
Figure S10,OLS slope,Times New Roman,11.0,1,1
Figure S10,0.0,Times New Roman,11.0,1,1
Figure S10,0.0,Times New Roman,11.0,1,1
Figure S10,0.5,Times New Roman,11.0,1,1
Figure S10,0.5,Times New Roman,11.0,1,1
Figure S10,1.0,Times New Roman,11.0,1,1
Figure S10,1.0,Times New Roman,11.0,1,1
Figure S10,1.5,Times New Roman,11.0,1,1
Figure S10,1.5,Times New Roman,11.0,1,1
Figure S10,2.0,Times New Roman,11.0,1,1
Figure S10,2.0,Times New Roman,11.0,1,1
Figure S10,2.5,Times New Roman,11.0,1,1
Figure S10,2.5,Times New Roman,11.0,1,1
Figure S10,Registered local slopes,Times New Roman,11.0,1,1
Figure S10,quadratic slope,Times New Roman,11.0,1,1
Figure S11,-3.0,Times New Roman,8.5,1,1
Figure S11,-2.0,Times New Roman,8.5,1,1
Figure S11,-2.0,Times New Roman,8.5,1,1
Figure S11,-2.0,Times New Roman,8.5,1,1
Figure S11,-3.0,Times New Roman,8.5,1,1
Figure S11,-2.0,Times New Roman,8.5,1,1
Figure S11,-2.0,Times New Roman,8.5,1,1
Figure S11,-3.0,Times New Roman,8.5,1,1
Figure S11,-2.0,Times New Roman,8.5,1,1
Figure S11,-2.0,Times New Roman,8.5,1,1
Figure S11,none,Times New Roman,8.5,1,1
Figure S11,none,Times New Roman,8.5,1,1
Figure S11,-2.0,Times New Roman,8.5,1,1
Figure S11,-3.0,Times New Roman,8.5,1,1
Figure S11,-2.0,Times New Roman,8.5,1,1
Figure S11,-2.0,Times New Roman,8.5,1,1
Figure S11,-2.0,Times New Roman,8.5,1,1
Figure S11,-3.0,Times New Roman,8.5,1,1
Figure S11,-2.0,Times New Roman,8.5,1,1
Figure S11,-3.0,Times New Roman,8.5,1,1
Figure S11,-3.0,Times New Roman,8.5,1,1
Figure S11,-2.0,Times New Roman,8.5,1,1
Figure S11,-2.0,Times New Roman,8.5,1,1
Figure S11,-2.0,Times New Roman,8.5,1,1
Figure S11,none,Times New Roman,8.5,1,1
Figure S11,-2.0,Times New Roman,8.5,1,1
Figure S11,Base,Times New Roman,8.5,1,1
Figure S11,Base,Times New Roman,8.5,1,1
Figure S11,Err 1,Times New Roman,8.5,1,1
Figure S11,Err 1,Times New Roman,8.5,1,1
Figure S11,Err 2,Times New Roman,8.5,1,1
Figure S11,Err 2,Times New Roman,8.5,1,1
Figure S11,Err 3,Times New Roman,8.5,1,1
Figure S11,Err 3,Times New Roman,8.5,1,1
Figure S11,Upd 0,Times New Roman,8.5,1,1
Figure S11,Upd 0,Times New Roman,8.5,1,1
Figure S11,Upd 1,Times New Roman,8.5,1,1
Figure S11,Upd 1,Times New Roman,8.5,1,1
Figure S11,Orth.,Times New Roman,8.5,1,1
Figure S11,Orth.,Times New Roman,8.5,1,1
Figure S11,SVD max,Times New Roman,8.5,1,1
Figure S11,SVD max,Times New Roman,8.5,1,1
Figure S11,SVD mid,Times New Roman,8.5,1,1
Figure S11,SVD mid,Times New Roman,8.5,1,1
Figure S11,SVD min,Times New Roman,8.5,1,1
Figure S11,SVD min,Times New Roman,8.5,1,1
Figure S11,$u$,Times New Roman,8.5,1,1
Figure S11,$u$,Times New Roman,8.5,1,1
Figure S11,$p_w$,Times New Roman,8.5,1,1
Figure S11,$p_w$,Times New Roman,8.5,1,1
Figure S11,$S_n$,Times New Roman,8.5,1,1
Figure S11,$S_n$,Times New Roman,8.5,1,1
Figure S11,N1,Times New Roman,11.0,1,1
Figure S11,N1,Times New Roman,11.0,1,1
Figure S11,N2,Times New Roman,11.0,1,1
Figure S11,N2,Times New Roman,11.0,1,1
Figure S11,Direction-dependent local-basin entries: 23 of 26 pairs,Times New Roman,11.0,1,1
Figure S11,log10(entry radius),Times New Roman,11.0,1,1
Figure S11,−4.00,Times New Roman,11.0,1,1
Figure S11,−4.00,Times New Roman,11.0,1,1
Figure S11,−3.75,Times New Roman,11.0,1,1
Figure S11,−3.75,Times New Roman,11.0,1,1
Figure S11,−3.50,Times New Roman,11.0,1,1
Figure S11,−3.50,Times New Roman,11.0,1,1
Figure S11,−3.25,Times New Roman,11.0,1,1
Figure S11,−3.25,Times New Roman,11.0,1,1
Figure S11,−3.00,Times New Roman,11.0,1,1
Figure S11,−3.00,Times New Roman,11.0,1,1
Figure S11,−2.75,Times New Roman,11.0,1,1
Figure S11,−2.75,Times New Roman,11.0,1,1
Figure S11,−2.50,Times New Roman,11.0,1,1
Figure S11,−2.50,Times New Roman,11.0,1,1
Figure S11,−2.25,Times New Roman,11.0,1,1
Figure S11,−2.25,Times New Roman,11.0,1,1
Figure S11,−2.00,Times New Roman,11.0,1,1
Figure S11,−2.00,Times New Roman,11.0,1,1
Figure S12,(a),Times New Roman,11.0,1,1
Figure S12,N1/U,Times New Roman,11.0,1,1
Figure S12,N1/U,Times New Roman,11.0,1,1
Figure S12,N1/P,Times New Roman,11.0,1,1
Figure S12,N1/P,Times New Roman,11.0,1,1
Figure S12,N2/P,Times New Roman,11.0,1,1
Figure S12,N2/P,Times New Roman,11.0,1,1
Figure S12,energy fraction,Times New Roman,11.0,1,1
Figure S12,0.0,Times New Roman,11.0,1,1
Figure S12,0.0,Times New Roman,11.0,1,1
Figure S12,0.2,Times New Roman,11.0,1,1
Figure S12,0.2,Times New Roman,11.0,1,1
Figure S12,0.4,Times New Roman,11.0,1,1
Figure S12,0.4,Times New Roman,11.0,1,1
Figure S12,0.6,Times New Roman,11.0,1,1
Figure S12,0.6,Times New Roman,11.0,1,1
Figure S12,0.8,Times New Roman,11.0,1,1
Figure S12,0.8,Times New Roman,11.0,1,1
Figure S12,1.0,Times New Roman,11.0,1,1
Figure S12,1.0,Times New Roman,11.0,1,1
Figure S12,1.2,Times New Roman,11.0,1,1
Figure S12,1.2,Times New Roman,11.0,1,1
Figure S12,Candidate subspace explanations,Times New Roman,11.0,1,1
Figure S12,dominance gate,Times New Roman,11.0,1,1
Figure S12,bottom-3 direction,Times New Roman,11.0,1,1
Figure S12,bottom-3 response,Times New Roman,11.0,1,1
Figure S12,equal-P direction,Times New Roman,11.0,1,1
Figure S12,equal-P response,Times New Roman,11.0,1,1
Figure S12,(b),Times New Roman,11.0,1,1
Figure S12,scaled amplitude,Times New Roman,11.0,1,1
Figure S12,1e-8,Times New Roman,11.0,1,1
Figure S12,1e-8,Times New Roman,11.0,1,1
Figure S12,1e-7,Times New Roman,11.0,1,1
Figure S12,1e-7,Times New Roman,11.0,1,1
Figure S12,1e-6,Times New Roman,11.0,1,1
Figure S12,1e-6,Times New Roman,11.0,1,1
Figure S12,1e-5,Times New Roman,11.0,1,1
Figure S12,1e-5,Times New Roman,11.0,1,1
Figure S12,1e-4,Times New Roman,11.0,1,1
Figure S12,1e-4,Times New Roman,11.0,1,1
Figure S12,1e-3,Times New Roman,11.0,1,1
Figure S12,1e-3,Times New Roman,11.0,1,1
Figure S12,1e-2,Times New Roman,11.0,1,1
Figure S12,1e-2,Times New Roman,11.0,1,1
Figure S12,1e-1,Times New Roman,11.0,1,1
Figure S12,1e-1,Times New Roman,11.0,1,1
Figure S12,1e+0,Times New Roman,11.0,1,1
Figure S12,1e+0,Times New Roman,11.0,1,1
Figure S12,nonlinear contribution fraction,Times New Roman,11.0,1,1
Figure S12,0.0,Times New Roman,11.0,1,1
Figure S12,0.0,Times New Roman,11.0,1,1
Figure S12,0.2,Times New Roman,11.0,1,1
Figure S12,0.2,Times New Roman,11.0,1,1
Figure S12,0.4,Times New Roman,11.0,1,1
Figure S12,0.4,Times New Roman,11.0,1,1
Figure S12,0.6,Times New Roman,11.0,1,1
Figure S12,0.6,Times New Roman,11.0,1,1
Figure S12,0.8,Times New Roman,11.0,1,1
Figure S12,0.8,Times New Roman,11.0,1,1
Figure S12,1.0,Times New Roman,11.0,1,1
Figure S12,1.0,Times New Roman,11.0,1,1
