run_id,state_id,block_id,direction_id,h,sigma,branch_id_plus,branch_id_minus,norm_fd,norm_kv,absolute_error_l2,relative_error_l2,absolute_error_inf,relative_error_inf,cosine_similarity,rhs_finite,amatrx_finite,candidate_svars_finite,replay_exact,branch_crossed,observed_slope,residual_characteristic_scale,scaled_norm_fd,scaled_norm_kv,scaled_absolute_error_l2,scaled_absolute_error_inf,row_classification,series_classification
run1,BHIGH,KPS,D1,.1000000000000000E-01,-1,BRANCH_8,BRANCH_8,.2436157445678591E-04,.2436157445678995E-04,.1335001415926619E-16,.5479947194277229E-12,.1101312238020041E-16,.6543888738235218E-12,1.000000000000000,1,1,1,1,0,,1.00000000000000000e+00,2.43615744567859114e-05,2.43615744567899500e-05,1.33500141592661896e-17,1.10131223802004099e-17,SMOOTH_INTERIOR,CONSISTENT_NUMERICALLY
run1,BHIGH,KPS,D1,.3000000000000000E-02,-1,BRANCH_8,BRANCH_8,.2436157445676314E-04,.2436157445678995E-04,.5407401241181269E-16,.2219643582877765E-11,.4798949865963964E-16,.2851488696763389E-11,1.000000000000000,1,1,1,1,0,-1.16185038223200299e+00,1.00000000000000000e+00,2.43615744567631398e-05,2.43615744567899500e-05,5.40740124118126923e-17,4.79894986596396400e-17,SMOOTH_INTERIOR,CONSISTENT_NUMERICALLY
run1,BHIGH,KPS,D1,.1000000000000000E-02,-1,BRANCH_8,BRANCH_8,.2436157445683646E-04,.2436157445678995E-04,.1624866551160873E-15,.6669792849554087E-11,.1411173830784609E-15,.8385055772683459E-11,1.000000000000000,1,1,1,1,0,-1.00148357979954983e+00,1.00000000000000000e+00,2.43615744568364589e-05,2.43615744567899500e-05,1.62486655116087306e-16,1.41117383078460896e-16,SMOOTH_INTERIOR,CONSISTENT_NUMERICALLY
run1,BHIGH,KPS,D1,.3000000000000000E-03,-1,BRANCH_8,BRANCH_8,.2436157445695316E-04,.2436157445678995E-04,.3166019066841930E-15,.1299595423291002E-10,.2772711530860117E-15,.1647517855043269E-10,1.000000000000000,1,1,1,1,0,-5.54040167163954766e-01,1.00000000000000000e+00,2.43615744569531597e-05,2.43615744567899500e-05,3.16601906684192996e-16,2.77271153086011690e-16,SMOOTH_INTERIOR,CONSISTENT_NUMERICALLY
run1,BHIGH,KPS,D1,.1000000000000000E-03,-1,BRANCH_8,BRANCH_8,.2436157445577560E-04,.2436157445678995E-04,.1125935986373923E-14,.4621770191294461E-10,.8069310193994927E-15,.4794704560692388E-10,.9999999999999998,1,1,1,1,0,-1.15484306874983034e+00,1.00000000000000000e+00,2.43615744557756010e-05,2.43615744567899500e-05,1.12593598637392299e-15,8.06931019399492744e-16,SMOOTH_INTERIOR,CONSISTENT_NUMERICALLY
run1,BHIGH,KPS,D1,.3000000000000000E-04,-1,BRANCH_8,BRANCH_8,.2436157445498068E-04,.2436157445678995E-04,.3076990171179351E-14,.1263050619588237E-09,.2309521728049470E-14,.1372295040874459E-09,1.000000000000000,1,1,1,1,0,-8.35016555856976317e-01,1.00000000000000000e+00,2.43615744549806809e-05,2.43615744567899500e-05,3.07699017117935090e-15,2.30952172804946981e-15,SMOOTH_INTERIOR,CONSISTENT_NUMERICALLY
run1,BHIGH,KPS,D1,.1000000000000000E-04,-1,BRANCH_8,BRANCH_8,.2436157445634329E-04,.2436157445678995E-04,.1989440671695971E-13,.8166305815843865E-09,.1937452172166062E-13,.1151214979059935E-08,1.000000000000000,1,1,1,1,0,-1.69894942913697533e+00,1.00000000000000000e+00,2.43615744563432892e-05,2.43615744567899500e-05,1.98944067169597107e-14,1.93745217216606189e-14,SMOOTH_INTERIOR,CONSISTENT_NUMERICALLY
run1,BHIGH,KPS,D1,.3000000000000000E-05,-1,BRANCH_8,BRANCH_8,.2436157445262687E-04,.2436157445678995E-04,.2518436776131059E-13,.1033774225306333E-08,.1625029659988765E-13,.9655766025461370E-09,1.000000000000000,1,1,1,1,0,-1.95839018566046102e-01,1.00000000000000000e+00,2.43615744526268712e-05,2.43615744567899500e-05,2.51843677613105905e-14,1.62502965998876509e-14,SMOOTH_INTERIOR,CONSISTENT_NUMERICALLY
run1,BHIGH,KPS,D1,.1000000000000000E-05,-1,BRANCH_8,BRANCH_8,.2436157455064689E-04,.2436157445678995E-04,.1777132368466298E-12,.7294817355798165E-08,.1585707883359697E-12,.9422119905526326E-08,1.000000000000000,1,1,1,1,0,-1.77855988622148242e+00,1.00000000000000000e+00,2.43615745506468893e-05,2.43615744567899500e-05,1.77713236846629788e-13,1.58570788335969710e-13,SMOOTH_INTERIOR,CONSISTENT_NUMERICALLY
run1,BHIGH,KPS,D1,.3000000000000000E-06,-1,BRANCH_8,BRANCH_8,.2436157439091383E-04,.2436157445678995E-04,.2441384224224366E-12,.1002145501127048E-07,.1797395791027661E-12,.1067994858225058E-07,.9999999999999998,1,1,1,1,0,-2.63763555179596265e-01,1.00000000000000000e+00,2.43615743909138294e-05,2.43615744567899500e-05,2.44138422422436607e-13,1.79739579102766090e-13,SMOOTH_INTERIOR,CONSISTENT_NUMERICALLY
run1,BHIGH,KPS,D1,.1000000000000000E-06,-1,BRANCH_8,BRANCH_8,.2436157395355998E-04,.2436157445678995E-04,.1119593218832238E-11,.4595734240486208E-07,.9889334986898585E-12,.5876145348729328E-07,.9999999999999991,1,1,1,1,0,-1.38628099021683782e+00,1.00000000000000000e+00,2.43615739535599816e-05,2.43615744567899500e-05,1.11959321883223795e-12,9.88933498689858505e-13,SMOOTH_INTERIOR,CONSISTENT_NUMERICALLY
run1,BHIGH,KPS,D2,.1000000000000000E-01,-1,BRANCH_8,BRANCH_8,.2370370370363521E-06,.2370370370370385E-06,.1879082997682219E-16,.7927381396471812E-10,.1660565741444693E-16,.1401102344283922E-09,1.000000000000000,1,1,1,1,0,,1.00000000000000000e+00,2.37037037036352095e-07,2.37037037037038510e-07,1.87908299768221890e-17,1.66056574144469310e-17,SMOOTH_INTERIOR,CONSISTENT_NUMERICALLY
run1,BHIGH,KPS,D2,.3000000000000000E-02,-1,BRANCH_8,BRANCH_8,.2370370370345451E-06,.2370370370370385E-06,.5929948549890499E-16,.2501697044485039E-09,.4844647293468334E-16,.4087671152192995E-09,1.000000000000000,1,1,1,1,0,-9.54532894719256508e-01,1.00000000000000000e+00,2.37037037034545109e-07,2.37037037037038510e-07,5.92994854989049882e-17,4.84464729346833412e-17,SMOOTH_INTERIOR,CONSISTENT_NUMERICALLY
run1,BHIGH,KPS,D2,.1000000000000000E-02,-1,BRANCH_8,BRANCH_8,.2370370369441949E-06,.2370370370370385E-06,.1040379664588304E-15,.4389101709981880E-09,.5997427370945914E-16,.5060329344235554E-09,1.000000000000000,1,1,1,1,0,-5.11695773568215051e-01,1.00000000000000000e+00,2.37037036944194911e-07,2.37037037037038510e-07,1.04037966458830396e-16,5.99742737094591423e-17,SMOOTH_INTERIOR,CONSISTENT_NUMERICALLY
run1,BHIGH,KPS,D2,.3000000000000000E-03,-1,BRANCH_8,BRANCH_8,.2370370371339303E-06,.2370370370370385E-06,.4531049542969691E-15,.1911536525158963E-08,.4098467779916745E-15,.3458082177346404E-08,1.000000000000000,1,1,1,1,0,-1.22209395920258723e+00,1.00000000000000000e+00,2.37037037133930291e-07,2.37037037037038510e-07,4.53104954296969135e-16,4.09846777991674502e-16,SMOOTH_INTERIOR,CONSISTENT_NUMERICALLY
run1,BHIGH,KPS,D2,.1000000000000000E-03,-1,BRANCH_8,BRANCH_8,.2370370357786776E-06,.2370370370370385E-06,.1546487554665706E-14,.6524244371245909E-08,.1035756123067295E-14,.8739192284807992E-08,1.000000000000000,1,1,1,1,0,-1.11742583939601592e+00,1.00000000000000000e+00,2.37037035778677602e-07,2.37037037037038510e-07,1.54648755466570605e-15,1.03575612306729492e-15,SMOOTH_INTERIOR,CONSISTENT_NUMERICALLY
