run_id,state_id,direction_id,h,pressure_scale,residual_scale,gradient_norm,scaled_norm_fd,scaled_norm_kd,scaled_absolute_error_l2,scaled_absolute_error_inf,nullspace_flag,classification,diagnostic_explanation
run1,LIMITER_OFF,D3,1.00000000000000008E-05,1.00000000000000000E+07,3.26433757646462919E+00,3.75850370392915048E+06,5.16517050182721760E-01,5.16517050172766279E-01,2.82023738765535467E-11,1.91928918203138813E-11,0,CONSISTENT_NUMERICALLY,NONE
run1,LIMITER_OFF,D3,3.00000000000000008E-05,1.00000000000000000E+07,3.26433757646462919E+00,3.75850370392915048E+06,5.16517050172389358E-01,5.16517050172766279E-01,4.70103519288616069E-12,3.57878957495008451E-12,0,CONSISTENT_NUMERICALLY,NONE
run1,LIMITER_OFF,D3,1.00000000000000005E-04,1.00000000000000000E+07,3.26433757646462919E+00,3.75850370392915048E+06,5.16517050172281889E-01,5.16517050172766279E-01,1.23337912376466214E-12,8.73598025404183252E-13,0,CONSISTENT_NUMERICALLY,NONE
run1,LIMITER_OFF,D3,2.99999999999999974E-04,1.00000000000000000E+07,3.26433757646462919E+00,3.75850370392915048E+06,5.16517050172831782E-01,5.16517050172766279E-01,1.99103304557225535E-13,1.43252934789473627E-13,0,CONSISTENT_NUMERICALLY,NONE
run1,LIMITER_OFF,D3,1.00000000000000002E-03,1.00000000000000000E+07,3.26433757646462919E+00,3.75850370392915048E+06,5.16517050172796810E-01,5.16517050172766279E-01,2.44074489898576899E-13,1.89439422311815803E-13,0,CONSISTENT_NUMERICALLY,NONE
run1,LIMITER_OFF,D3,3.00000000000000006E-03,1.00000000000000000E+07,3.26433757646462919E+00,3.75850370392915048E+06,5.16517050172732528E-01,5.16517050172766279E-01,3.41652665907658669E-14,2.45557024971509900E-14,0,CONSISTENT_NUMERICALLY,NONE
run1,LIMITER_OFF,D3,1.00000000000000002E-02,1.00000000000000000E+07,3.26433757646462919E+00,3.75850370392915048E+06,5.16517050172773606E-01,5.16517050172766279E-01,1.55342400996638235E-14,1.15636272147248432E-14,0,CONSISTENT_NUMERICALLY,NONE
run1,RATIO_NEG,D1,9.99999999999999955E-08,1.00000000000000000E+07,1.17516152752726399E+00,0.00000000000000000E+00,2.00779123946960367E-10,9.44740785516737889E-17,2.00779123946982546E-10,1.47615747736990225E-10,1,INCONCLUSIVE,NONE
run1,RATIO_NEG,D1,2.99999999999999986E-07,1.00000000000000000E+07,1.17516152752726399E+00,0.00000000000000000E+00,4.23308157861143665E-10,9.44740785516737889E-17,4.23308105149247417E-10,2.36185101905105857E-10,1,INCONCLUSIVE,NONE
run1,RATIO_NEG,D1,9.99999999999999955E-07,1.00000000000000000E+07,1.17516152752726399E+00,0.00000000000000000E+00,1.26992447358343058E-10,9.44740785516737889E-17,1.26992500070270868E-10,7.08556533878338595E-11,1,INCONCLUSIVE,NONE
run1,RATIO_NEG,D1,3.00000000000000008E-06,1.00000000000000000E+07,1.17516152752726399E+00,0.00000000000000000E+00,1.35224941741561320E-11,9.44740785516737889E-17,1.35225079252577426E-11,9.34899735667604864E-12,1,NULLSPACE_CONSISTENT,NONE
run1,RATIO_NEG,D1,1.00000000000000008E-05,1.00000000000000000E+07,1.17516152752726399E+00,0.00000000000000000E+00,6.07918856674116063E-12,9.44740785516737889E-17,6.07917021518018106E-12,4.13324093663572632E-12,1,NULLSPACE_CONSISTENT,NONE
run1,RATIO_NEG,D1,3.00000000000000008E-05,1.00000000000000000E+07,1.17516152752726399E+00,0.00000000000000000E+00,1.35224941741561337E-12,9.44740785516737889E-17,1.35223566986733463E-12,9.34899735667605147E-13,1,NULLSPACE_CONSISTENT,NONE
run1,RATIO_NEG,D1,1.00000000000000005E-04,1.00000000000000000E+07,1.17516152752726399E+00,0.00000000000000000E+00,6.07918856674116104E-13,9.44740785516737889E-17,6.07937216005165768E-13,4.13324093663572642E-13,1,NULLSPACE_CONSISTENT,NONE
run1,RATIO_NEG,D1,2.99999999999999974E-04,1.00000000000000000E+07,1.17516152752726399E+00,0.00000000000000000E+00,0.00000000000000000E+00,9.44740785516737889E-17,9.44740785516737889E-17,9.44740785516737889E-17,1,NULLSPACE_CONSISTENT,NONE
run1,RATIO_NEG,D1,1.00000000000000002E-03,1.00000000000000000E+07,1.17516152752726399E+00,0.00000000000000000E+00,4.05674825224683992E-14,9.44740785516737889E-17,4.05538394559938563E-14,2.80469920700281385E-14,1,NULLSPACE_CONSISTENT,NONE
run1,RATIO_NEG,D1,3.00000000000000006E-03,1.00000000000000000E+07,1.17516152752726399E+00,0.00000000000000000E+00,6.69263746489867741E-15,9.44740785516737889E-17,6.69330423543436352E-15,4.92052492456634150E-15,1,NULLSPACE_CONSISTENT,NONE
run1,RATIO_NEG,D1,1.00000000000000002E-02,1.00000000000000000E+07,1.17516152752726399E+00,0.00000000000000000E+00,0.00000000000000000E+00,9.44740785516737889E-17,9.44740785516737889E-17,9.44740785516737889E-17,1,NULLSPACE_CONSISTENT,NONE
run1,RATIO_NEG,D2,9.99999999999999955E-08,1.00000000000000000E+07,1.17516152752726399E+00,8.16496580927726068E+06,1.00000000112718390E+00,1.00000000000000000E+00,1.18670037526693011E-09,7.99776830690614175E-10,0,CONSISTENT_NUMERICALLY,NONE
run1,RATIO_NEG,D2,2.99999999999999986E-07,1.00000000000000000E+07,1.17516152752726399E+00,8.16496580927726068E+06,9.99999999750666668E-01,1.00000000000000000E+00,3.24338729872243316E-10,2.67976951974843822E-10,0,CONSISTENT_NUMERICALLY,NONE
run1,RATIO_NEG,D2,9.99999999999999955E-07,1.00000000000000000E+07,1.17516152752726399E+00,8.16496580927726068E+06,9.99999999965448194E-01,1.00000000000000000E+00,7.33546708363378558E-11,6.22990416193302254E-11,0,CONSISTENT_NUMERICALLY,NONE
run1,RATIO_NEG,D2,3.00000000000000008E-06,1.00000000000000000E+07,1.17516152752726399E+00,8.16496580927726068E+06,1.00000000003162870E+00,1.00000000000000000E+00,4.08670359942480688E-11,3.29130684339892067E-11,0,CONSISTENT_NUMERICALLY,NONE
run1,RATIO_NEG,D2,1.00000000000000008E-05,1.00000000000000000E+07,1.17516152752726399E+00,8.16496580927726068E+06,1.00000000000039568E+00,1.00000000000000000E+00,3.62147721170696042E-12,2.79945589564319642E-12,0,CONSISTENT_NUMERICALLY,NONE
