benchmark,direction_id,sign,point_id,amplitude,z1_norm,root_linear_norm,operator_variation_norm,nonlinear_norm,linear_solve_norm,root_fraction,operator_fraction,nonlinear_fraction,linear_solve_fraction,decomposition_closure,linear_solve_relative_residual,z1_u_norm,root_u_norm,operator_u_norm,nonlinear_u_norm,residual_u_norm,z1_p_norm,root_p_norm,operator_p_norm,nonlinear_p_norm,residual_p_norm,z1_s_norm,root_s_norm,operator_s_norm,nonlinear_s_norm,residual_s_norm,condition_number,branch_preserving,branch_margin_gate_pass,finite,pass
N2,FIELD_U,1,5,.2000000000000000E-02,2.91168109987837907E-10,8.95167832178462765E-19,5.82336743404784829E-10,2.91168632598909240E-10,4.84353054748574740E-19,1.89038550843300485E-18,7.99999713269362367E-01,2.00000286730637605E-01,5.53433610532635000E-19,1.64397194603228633E-19,1.50878839375424664E-16,1.33922031925922459E-12,4.39204348430045191E-19,2.67844296887360205E-12,1.33922280853672932E-12,2.00852320754761599E-04,1.30445169363135388E-13,6.44501570614495568E-22,2.60890567275384039E-13,1.30445397329679946E-13,7.40572823431876308E-08,2.91165000896199681E-10,7.80015751574898306E-19,5.82330525216276562E-10,2.91165523501299855E-10,1.52017542211581536E-07,1.40682468986563235E+04,1,1,1,1
N2,FIELD_U,1,6,.1000000000000000E-02,7.27922083517159134E-11,4.47583916089231383E-19,1.45584482745611963E-10,7.27922739780217682E-11,2.24677448846144159E-19,7.56151254820564463E-18,7.99999856665087883E-01,2.00000143334912089E-01,1.90536727339343527E-18,2.13470117531367783E-19,6.74752387671187213E-17,3.34805544506859372E-13,2.19602174215022596E-19,6.69611347018976563E-13,3.34805936195600940E-13,1.00426160377380799E-04,3.26113560999944446E-14,3.22250785307247784E-22,6.52227412104875687E-14,3.26113848089727841E-14,3.70286786572925016E-08,7.27914310785716184E-11,3.90007875787449153E-19,1.45582928198828874E-10,7.27914967037637908E-11,7.60088556628099576E-08,1.40683029516059996E+04,1,1,1,1
N2,FIELD_U,1,7,.7500000000000000E-03,4.09456425986933162E-11,1.28145098204732204E-18,8.18913132474919769E-11,4.09456704216156444E-11,1.36363644822867008E-19,1.95892700593999562E-16,7.99999892166378346E-01,2.00000107833621432E-01,2.21825494682280586E-18,1.28953465392544299E-19,1.68312382429580786E-16,1.88328155270854219E-13,1.25449211211088770E-18,3.76657055193159082E-13,1.88328168485001320E-13,7.53196202830356030E-05,1.83438967450206574E-14,2.24410275125605851E-22,3.66878058802792410E-14,1.83439089546581626E-14,2.77715160215443591E-08,4.09452053826490558E-11,2.61469137149374459E-19,8.18904388122723835E-11,4.09452332058022320E-11,5.70066576015641842E-08,1.40683169648440180E+04,1,1,1,1
N2,FIELD_U,1,8,.5000000000000000E-03,1.81980746126579144E-11,2.23791958044615691E-19,3.63961577864831420E-11,1.81980829662057308E-11,1.96834107546817156E-19,3.02459912421585800E-17,7.99999928379881875E-01,2.00000071620118125E-01,2.33980454773156298E-17,7.06198267869124819E-19,1.16870271284513985E-16,8.37013978830889332E-14,1.09801087107511298E-19,1.67403189896099539E-13,8.37014871217389994E-14,5.02130801886903997E-05,8.15284693544440134E-15,1.61125392653623892E-22,1.63056977182124730E-14,8.15285063208175958E-15,1.85143487000812819E-08,1.81978802945547413E-11,1.95003937893724576E-19,3.63957691485536816E-11,1.81978886477796438E-11,3.80044489706847537E-08,1.40683309780821273E+04,1,1,1,1
N2,FIELD_U,1,9,.3000000000000000E-03,6.55131007248587856E-12,4.29599075374439674E-19,1.31026221480293829E-11,6.55131194999138225E-12,1.22933745955420585E-19,8.60003473936792734E-16,7.99999957212755297E-01,2.00000042787243676E-01,7.04232008121261603E-17,8.66292251816328756E-20,1.25732375139098626E-16,3.01324841972825392E-14,4.11152270518870323E-19,6.02650639459407604E-14,3.01323158695053918E-14,3.01278481132142351E-05,2.93502601168683450E-15,1.03028360814829881E-22,5.87005296781388919E-15,2.93502686533735721E-15,1.11086114691943355E-08,6.55124011809011074E-12,1.24535799651779018E-19,1.31024822388193262E-11,6.55124199638950345E-12,2.28026744558407905E-08,1.40683421886728211E+04,1,1,1,1
N2,FIELD_U,1,10,.2000000000000000E-03,2.91169406337505612E-12,3.30281948756702778E-19,5.82338880584907853E-12,2.91169465736754983E-12,1.49444873532929750E-19,2.57340460640161130E-15,7.99999972036292251E-01,2.00000027963704669E-01,5.26866324621907736E-16,6.09493297463872205E-20,8.43438373132259199E-17,1.33922011122726230E-14,3.20305035816742350E-19,2.67845505189818883E-14,1.33920987244493690E-14,2.00852320754761579E-05,1.30445624291600026E-15,6.63642585799631171E-23,2.60891282609373820E-15,1.30445652439018699E-15,7.40574172917824669E-09,2.91166297260462897E-12,8.05657824435771852E-20,5.82332662363324000E-12,2.91166356707427059E-12,1.52017846617042428E-08,1.40683477939681870E+04,1,1,1,1
N2,FIELD_U,1,11,.1000000000000000E-03,7.27923677797262191E-13,1.65140974378351389E-19,1.45584749906279697E-12,7.27923780952796948E-13,1.02706241322092143E-19,1.02936143992945284E-14,7.99999986186938017E-01,2.00000013813047689E-01,3.98154732185559163E-15,5.54886933835438726E-20,8.43438448541435050E-17,3.34803852194014437E-15,1.60152517908371175E-19,6.69614853140152659E-15,3.34798649627264685E-15,1.00426160377380789E-05,3.26114110019007986E-16,3.31821292899815585E-23,6.52228305943462812E-16,3.26114167350747839E-16,3.70287123944685584E-09,7.27915905160434862E-13,4.02828912217885926E-20,1.45583195346182839E-12,7.27916008556334956E-13,7.60089317642411217E-09,1.40683533992636239E+04,1,1,1,1
N2,FIELD_U,1,12,.7499999999999999E-04,4.09457083496719919E-13,1.07399768843609919E-19,8.18914259216429746E-13,4.09457142811968927E-13,2.07586130145448638E-20,1.37600435405334557E-14,7.99999989680956314E-01,2.00000010319029364E-01,5.14055228121750175E-16,1.45969271218922471E-20,1.12458526835936053E-16,1.88326710763779947E-15,1.02788067629717581E-19,3.76655092319961063E-15,1.88322323733072906E-15,7.53196202830355877E-06,1.83439188728529057E-16,2.57570902037074702E-23,3.66878435843598724E-16,1.83439223371510967E-16,2.77715349987097301E-09,4.09452711409639070E-13,3.11339499129447545E-20,8.18905514966378771E-13,4.09452770927283887E-13,5.70067004086284708E-09,1.40683548005874763E+04,1,1,1,1
N2,FIELD_U,1,13,.5000000000000000E-04,1.81980931693601635E-13,8.25704871891756944E-20,3.63961911830786337E-13,1.81980958544213924E-13,2.49537019704355860E-20,4.11744496839588038E-14,7.99999995377377870E-01,2.00000004622577110E-01,3.76052150807485945E-15,2.07727443278424837E-20,1.19280198630940134E-16,8.37003535340190396E-16,8.00762589541855875E-20,1.67402920090329904E-15,8.36977407345155102E-16,5.02130801886903946E-06,8.15285283234199863E-17,1.65910646449907793E-23,1.63057089065304092E-16,8.15285455842159465E-17,1.85143571343787149E-09,1.81978988562559611E-13,2.01414456108942963E-20,3.63958025467417446E-13,1.81979015533623387E-13,3.80044679960507860E-09,1.40683562019113488E+04,1,1,1,1
N2,FIELD_U,1,14,.3000000000000000E-04,6.55131337598390666E-14,1.96667637193054582E-20,1.31026294458787893E-13,6.55131482486319853E-14,4.51295174958459323E-20,1.80234890320313262E-14,7.99999995021425381E-01,2.00000004978461654E-01,9.49061698676667069E-14,1.07335456468849196E-20,1.57165518573110333E-16,3.01318320734500047E-16,1.59863444454854297E-20,6.02669725503099927E-16,3.01315711258431805E-16,3.01278481132142385E-06,2.93502677829245814E-17,9.47472929318391087E-24,5.87005543662013128E-17,2.93502776422852248E-17,1.11086145055419041E-09,6.55124342462248512E-14,1.14550555079751319E-20,1.31024895279667639E-13,6.55124487471700522E-14,2.28026813049737519E-09,1.40683573229704052E+04,1,1,1,1
N2,FIELD_U,1,15,.2000000000000000E-04,2.91169464934214402E-14,2.52732963700495855E-20,5.82339092228093118E-14,2.91169548299610309E-14,1.17072881577279898E-20,1.50682173433532207E-13,7.99999997597883983E-01,2.00000002401933025E-01,3.23333505981525341E-14,9.14850746992662254E-21,1.90066270619263360E-16,1.33917610224039457E-16,2.39731461551588710E-20,2.67856644755818944E-16,1.33911585188464763E-16,2.00852320754761604E-06,1.30445617699973486E-17,6.48181101419042509E-24,2.60891352429484150E-17,1.30445677648852682E-17,7.40574307866616442E-10,2.91166356060216401E-14,8.00173298841438618E-21,5.82332873496360051E-14,2.91166439703581774E-14,1.52017877057635993E-09,1.40683578835000153E+04,1,1,1,1
N2,FIELD_U,1,16,.1000000000000000E-04,7.27923469429794821E-15,1.26366481850247927E-20,1.45584774234803529E-14,7.27923873404955885E-15,2.66083543664274505E-21,6.02728685052487928E-13,7.99999999018761732E-01,2.00000000980608911E-01,2.67235471314691894E-14,2.28549912444041059E-21,1.58144674015261593E-16,3.34781686523024864E-17,1.19865730775794355E-20,6.69629240427983700E-17,3.34751561718646653E-17,1.00426160377380802E-06,3.26113900035049089E-18,3.24090550709521254E-24,6.52228379361905244E-18,3.26114196977954668E-18,3.70287157681886288E-10,7.27915697810310062E-15,4.00086649420719309E-21,1.45583219608787649E-14,7.27916103175082585E-15,7.60089393743901633E-10,1.40683584440295472E+04,1,1,1,1
N2,FIELD_U,1,17,.7500000000000000E-05,4.09456909945385104E-15,4.91669092982636455E-21,8.18914407674973415E-15,4.09457197371504284E-15,1.11449012841632692E-21,2.88375780724702665E-13,8.00000005053067897E-01,1.99999994946628901E-01,1.48171752625267917E-14,1.48226730447185557E-21,9.94002766140266909E-17,1.88310084586801259E-17,3.99658611137135742E-21,3.76643821020801673E-17,1.88303530931820784E-17,7.53196202830355962E-07,1.83439029349190061E-18,2.36868232329597772E-24,3.66878491743494233E-18,1.83439243121434839E-18,2.77715368964273094E-10,4.09452538621205790E-15,2.86376387699378298E-21,8.18905663944897632E-15,4.09452826351699535E-15,5.70067046893373973E-10,1.40683585841618915E+04,1,1,1,1
N2,FIELD_U,1,18,.5000000000000000E-05,1.81980774719072224E-15,6.31832409251239636E-21,3.63961942083852983E-15,1.81980975752305399E-15,4.73397073974467505E-21,2.41091463212512833E-12,7.99999991714137604E-01,2.00000008282098074E-01,1.35340935334630708E-12,2.72609900903417597E-21,2.10859594854058847E-16,8.36892535248778480E-18,5.99328653878971776E-21,1.67413729164416052E-17,8.36741952104781465E-18,5.02130801886904010E-07,8.15284044683873325E-19,1.62045275354760627E-24,1.63057094530139066E-18,8.15285538878888725E-19,1.85143579778087674E-10,1.81978832096915688E-15,2.00043324710359654E-21,3.63958055223624058E-15,1.81979033824673482E-15,3.80044698985881286E-10,1.40683587242942613E+04,1,1,1,1
N2,FIELD_U,1,19,.3000000000000000E-05,6.55130366322631696E-16,5.68294524311460509E-21,1.31026311523100899E-15,6.55131305623102809E-16,9.60329161185913142E-22,1.50494270381681114E-11,8.00000123073681624E-01,1.99999876910839230E-01,4.29747398476250185E-13,2.53029114706351962E-21,1.38915940769428070E-16,3.01251734128506419E-18,5.51050018011021047E-21,6.02751083800658084E-18,3.01006977637180842E-18,3.01278481132142385E-07,2.93501940501304597E-19,1.12624026737149713E-24,5.87005605755455861E-19,2.93502680095175841E-19,1.11086148091767275E-10,6.55123374238703933E-16,1.38933550045592443E-21,1.31024911969914531E-15,6.55124324799155613E-16,2.28026819898872090E-10,1.40683588364002044E+04,1,1,1,1
N2,FIELD_U,1,20,.2000000000000000E-05,2.91168746869417069E-16,2.88218248350610778E-21,5.82339122832215332E-16,2.91169533493698738E-16,2.01850343646049609E-21,1.95966130201640252E-11,8.00000030663806760E-01,1.99999969306985104E-01,9.61163021481610898E-12,2.22275596736147967E-21,1.14131183258308447E-16,1.33873193430119480E-18,2.76748476401864360E-21,2.67902351562219561E-18,1.33847524906387555E-18,2.00852320754761599E-07,1.30445091997389725E-19,6.56220680033966751E-25,2.60891359061547535E-19,1.30445675032898114E-19,7.40574321361497458E-11,2.91165640030537843E-16,8.04986657360559650E-22,5.82332901998243156E-16,2.91166427843032179E-16,1.52017880101695807E-10,1.40683588924531832E+04,1,1,1,1
N2,FIELD_U,1,21,.1000000000000000E-05,7.27919669332736593E-17,1.44109124175305389E-21,1.45584770851553057E-16,7.27923844624292176E-17,3.55852047325746131E-22,7.83864600985244863E-11,8.00000004168403778E-01,1.99999995748430193E-01,4.77966030963170683E-12,1.60264238515209344E-22,6.58936150458174844E-17,3.34559608264038228E-19,1.38374238200932180E-21,6.69757956517309346E-19,3.34431349295196225E-19,1.00426160377380799E-07,3.26111190052444292E-20,3.28110340016983376E-25,6.52228320838266755E-20,3.26114182166533893E-20,3.70287161055606562E-11,7.27911907884342949E-17,4.02493328680279825E-22,1.45583215633400091E-16,7.27916089112894794E-17,7.60089401354051234E-11,1.40683589485060929E+04,1,1,1,1
N2,FIELD_P,-1,1,.1000000000000000E-01,1.80399039746950678E-14,7.69803675484368144E-15,2.42377016398903956E-14,1.56965772545949882E-15,4.81501030846666430E-15,8.81351168221531506E-02,8.73719229390843788E-01,3.66436686654405793E-03,3.44812869204589589E-02,1.79651694395235841E-15,8.97762150733958331E-17,2.05473649240867389E-16,3.32012088152339665E-16,3.50431071607645830E-16,1.69634113893288356E-16,2.12802747352840958E-02,1.47614995554781922E-17,5.81843942167329637E-18,1.93947980722443212E-17,1.56184287303908699E-18,1.13689437273358090E-02,1.80387277293554549E-14,7.69087147194696473E-15,2.42351604634713570E-14,1.56046377822273270E-15,2.66824532759254865E-03,2.83707365579271864E+04,1,1,1,1
N2,FIELD_P,-1,2,.7500000000000000E-02,5.43410931945458889E-14,8.00158831098882317E-15,3.45240551960583362E-14,2.94412023324828166E-15,2.78168785587023131E-14,3.14099141291334233E-02,5.84733462788808556E-01,4.25231499031768906E-03,3.79604308091740228E-01,2.94327006800191846E-15,1.11255645880370375E-16,6.28801776154258079E-16,1.40508996133858028E-16,4.74030596716320456E-16,7.35595068222704503E-17,1.59602060514630710E-02,4.38251398428034795E-17,6.25463444138550152E-18,2.71665671961008901E-17,2.38347837304509293E-18,8.52670779550185505E-03,5.43374373453675573E-14,8.00035209225859115E-15,3.45207900279163081E-14,2.94320017426759920E-15,2.00118399569441116E-03,1.16023225876845478E+05,1,1,1,1
N2,FIELD_P,-1,3,.5000000000000000E-02,1.70772517502219721E-14,3.84901837742184072E-15,8.81929584391690059E-15,1.20331381608170414E-15,4.34519670450819599E-15,1.31194363450242185E-01,6.88783967867162561E-01,1.28225090330707486E-02,1.67199159649524420E-01,1.26666775680555819E-15,1.47598494735373698E-16,2.01024674700080440E-16,1.66006044076169832E-16,1.15502979063384963E-16,1.05084466406846917E-16,1.06401373676420479E-02,1.35987076648718615E-17,2.90921971083664818E-18,7.23090511102001252E-18,9.27143408883436974E-19,5.68447186366790452E-03,1.70760631146576323E-14,3.84543573597348236E-15,8.81853649753566850E-15,1.19871620298476033E-15,1.33412266379627433E-03,5.56519603337834342E+04,1,1,1,1
N2,FIELD_P,-1,4,.3000000000000000E-02,4.63173560645507031E-15,3.94593871110146421E-15,3.46858899860317169E-16,2.54448195208270276E-16,3.56936646565615064E-16,9.80327337831565448E-01,7.57488645760508086E-03,4.07632866034726357E-03,8.02144705048207611E-03,2.53135723202909025E-16,9.15518343867826545E-17,5.53280669216381906E-17,1.46767667840107832E-16,5.85475581050137462E-17,2.58743436982303245E-17,6.38408242058522910E-03,3.65730445459829765E-18,3.50316442985262667E-18,4.84869951806108031E-19,1.58389463808014290E-19,3.41068311820074245E-03,4.63140369188851369E-15,3.94320672692731600E-15,3.41881623889584598E-16,2.53129171167034054E-16,8.00473598277764574E-04,2.54972469074225774E+04,1,1,1,1
N2,FIELD_P,-1,5,.2000000000000000E-02,2.41388299542081385E-15,1.56959605786071239E-15,1.80844204711000954E-15,2.06640616259901638E-16,9.61064167537505524E-16,3.67682139589447843E-01,4.88096763278917656E-01,6.37276805959935931E-03,1.37848329072035147E-01,2.01954371874344663E-16,1.00030660957835589E-16,2.90561572278786338E-17,6.21514237394686815E-17,1.24390155663600093E-17,2.59294239854944664E-17,4.25605494705681882E-03,1.89934161345850685E-18,1.38845624178385666E-18,1.26438614240994873E-18,1.58020655853856529E-19,2.27378874546716164E-03,2.41370736581930030E-15,1.56836445304282219E-15,1.80839882492078158E-15,2.05007278625722754E-16,5.33649065518509644E-04,2.00635597496447299E+04,1,1,1,1
N2,FIELD_P,-1,6,.1000000000000000E-02,9.88532707087749000E-16,7.84798028930356196E-16,1.34253626610973876E-16,8.50892316627689749E-17,7.55438312513913448E-17,9.52122293976621514E-01,2.78630708604950747E-02,1.11924749548490826E-02,8.82216020803431450E-03,8.27103346924699527E-17,1.11802833041031471E-16,1.19928232391336718E-17,3.10757118697343407E-17,9.94693552077075021E-18,1.27730979987913199E-17,2.12802747352840941E-03,7.75484079646601976E-19,6.94228120891928329E-19,1.08420217248550443E-19,6.44207622109246602E-20,1.13689437273358082E-03,9.88459652083700505E-16,7.84182226521411093E-16,1.33884588272888647E-16,8.41250329119640501E-17,2.66824532759254822E-04,1.65393535304654979E+04,1,1,1,1
N2,FIELD_P,-1,7,.7500000000000000E-03,7.09078785363125591E-16,9.86484677775366053E-16,3.26380632663574820E-16,4.14592519261017858E-17,5.07943489027119171E-17,8.97762194711321571E-01,9.82719072091542134E-02,1.58570920774085645E-03,2.38018887178328324E-03,4.11700075861055459E-17,9.51143301755420403E-17,8.61966889144414380E-18,3.66919169600269579E-17,1.46446588796742607E-17,6.28854253569749839E-18,1.59602060514630727E-03,5.55888260271640674E-19,8.75791107463156668E-19,4.12851887326716366E-19,2.17525951386229529E-20,8.52670779550185613E-04,7.09026174515785742E-16,9.85801681731829001E-16,3.26051653726050716E-16,4.09795477021562910E-17,2.00118399569441144E-04,1.58436444572531145E+04,1,1,1,1
N2,FIELD_P,-1,8,.5000000000000000E-03,4.52915843446454440E-16,3.92399014465178098E-16,3.53311432217953043E-16,3.91057338485387233E-17,3.00822997576388634E-16,4.15222920734434175E-01,3.36620750294601978E-01,4.12388345722762128E-03,2.44032445513736262E-01,4.80204359136410163E-17,6.72302340774966202E-17,5.51676761776281711E-18,1.55378559348671704E-17,2.30996392338562771E-18,6.35037818781368958E-18,1.06401373676420470E-03,3.54843815849425134E-19,3.47114060445964165E-19,2.29994012502506092E-19,2.94627583589074418E-20,5.68447186366790409E-04,4.52882104532439174E-16,3.92091113260705546E-16,3.53303805959301943E-16,3.85866589464591704E-17,1.33412266379627411E-04,1.52041071453970690E+04,1,1,1,1
N2,FIELD_P,-1,9,.3000000000000000E-03,2.62914699405824206E-16,2.36216298586633904E-16,1.25169806484072712E-16,6.23120025560121862E-17,9.98674350148532237E-18,7.39556191392195639E-01,2.07658933304407628E-01,5.14629733373686976E-02,1.32190196602801008E-03,4.39981108301920781E-17,1.12628469925228901E-16,3.20761896241473117E-18,6.20339941298215091E-18,2.44009692541467450E-18,4.56629307592680101E-18,6.38408242058522779E-04,2.05886257869513860E-19,1.48460496691604434E-19,1.14997006251253046E-19,4.63873920420803533E-20,3.41068311820074191E-04,2.62895051218343945E-16,2.36134782514507428E-16,1.25145967405839106E-16,6.21444484913581942E-17,8.00473598277764493E-05,1.47284905710026651E+04,1,1,1,1
N2,FIELD_P,-1,10,.2000000000000000E-03,1.72467963794359983E-16,2.41125377113424067E-16,3.88055981187955779E-17,5.64798597711025502E-17,2.86496208902522497E-17,9.13339386208075199E-01,2.36556622005486550E-02,5.01110572974719989E-02,1.28938942939041089E-02,5.45728167781885336E-17,1.05610810701302429E-16,2.10585267366293097E-18,4.24899675367863013E-18,3.03267413081726308E-18,6.82266302025698938E-19,4.25605494705681925E-04,1.35027167539565034E-19,1.78255663782851396E-19,6.91046004272909632E-20,4.30271471702854447E-20,2.27378874546716164E-04,1.72455054108464779E-16,2.41087871407079539E-16,3.86868525151367488E-17,5.64757224045973080E-17,5.33649065518509752E-05,1.45016694006412672E+04,1,1,1,1
N2,FIELD_P,-1,11,.1000000000000000E-03,8.48724477627730579E-17,1.20562688556712034E-16,6.77389178901013820E-18,2.78078385551130135E-17,4.10142464276957563E-17,8.53179834569417817E-01,2.69334038377175549E-03,4.53888522034089914E-02,9.87379728434013143E-02,2.78849864558124713E-17,9.17938714477454782E-17,1.03714331340711396E-18,2.12449837683931506E-18,5.44942762855890732E-19,3.36331344565014122E-19,2.12802747352840963E-04,6.64327557180533709E-20,8.91278318914256978E-20,4.54565579818226279E-20,2.11832478967764627E-20,1.13689437273358082E-04,8.48660845666928563E-17,1.20543935703539770E-16,6.75178354627622865E-18,2.78057964749061187E-17,2.66824532759254876E-05,1.42817283854431298E+04,1,1,1,1
N2,FIELD_P,-1,12,.7499999999999999E-04,6.34038838015333820E-17,5.90540746466584760E-17,1.50190215700592465E-17,1.50531398267918642E-17,1.44579747968937264E-17,8.40620092045688105E-01,5.43730018932379530E-02,5.46203174896884858E-02,5.03865885713854697E-02,9.93183178762043077E-18,1.05482626638163160E-16,7.74954424613444446E-19,1.55084985324553773E-18,6.53301218675004051E-19,1.13612124978832671E-18,1.59602060514630695E-04,4.96257991017545027E-20,3.71151241729011086E-20,1.91661677085421773E-20,1.11754510555059150E-20,8.52670779550185478E-05,6.33991282592921937E-17,5.90336956286268570E-17,1.50047938705467748E-17,1.50102006069212990E-17,2.00118399569441123E-05,1.42277815911774323E+04,1,1,1,1
N2,FIELD_P,-1,13,.5000000000000000E-04,4.21035482228503051E-17,6.02813442783560168E-17,1.64725103283950385E-18,1.37983363656778463E-17,5.76893143667673095E-18,9.41353707738488921E-01,7.02921063550481623E-04,4.93219723867877810E-02,8.62139881117282222E-03,1.12966890237562181E-17,1.00893637138219943E-16,5.14715572230078932E-19,1.06224918841965753E-18,5.40047926041210845E-19,1.66993525769544511E-19,1.06401373676420481E-04,3.29523675686759785E-20,4.45639159457128489E-20,1.22160828933310577E-20,1.05110044484790706E-20,5.68447186366790409E-05,4.21003890121582684E-17,6.02719678517698848E-17,1.55616032917181841E-18,1.37973218104646765E-17,1.33412266379627438E-05,1.41742407972571800E+04,1,1,1,1
N2,FIELD_P,-1,14,.3000000000000000E-04,2.51831280203563414E-17,3.67678425240122890E-17,1.52989422507340802E-18,3.09651105995410333E-18,6.50041433285445229E-18,9.61463665833984460E-01,1.66463642468246339E-03,6.81933230234901301E-03,3.00523654389840342E-02,3.23542957211479546E-18,6.78232885153441016E-17,3.07913669868476540E-19,7.65716154992258215E-19,1.82798918841888896E-19,3.42974772144965804E-19,6.38408242058522888E-05,1.97087344078922123E-20,3.19635713705094614E-20,4.79154192713554433E-21,5.29409884016528616E-21,3.41068311820074191E-05,2.51812378096739480E-17,3.67598544742856022E-17,1.51892657370564195E-18,3.07745365888873543E-18,8.00473598277764662E-06,1.41316974100002735E+04,1,1,1,1
N2,FIELD_P,-1,15,.2000000000000000E-04,1.67625371120826536E-17,2.49115420994030744E-17,8.94862154817530388E-18,4.35352728554985123E-18,4.52912222980886512E-18,8.38482222837325319E-01,1.08194433469943604E-01,2.56079713793380577E-02,2.77153723133929941E-02,8.23854566824451279E-18,3.92566433178161707E-17,2.04971936766083800E-19,1.03329749641770135E-18,4.98047102230471608E-20,5.05541235539085597E-19,4.25605494705681925E-05,1.31183563560589272E-20,2.21527861135854775E-20,6.33861416786991018E-21,3.79182997412916470E-21,2.27378874546716150E-05,1.67612787354608786E-17,2.48900931157015958E-17,8.94848070486143404E-18,4.32407371667298417E-18,5.33649065518509718E-06,1.41105213373171973E+04,1,1,1,1
N2,FIELD_P,-1,16,.1000000000000000E-04,8.36820044704541182E-18,1.24557710497015372E-17,9.51296056943225218E-18,2.17331590123701564E-18,5.30830770641232439E-18,5.56989867607644573E-01,3.24890830607609704E-01,1.69571076131918609E-02,1.01162194171553838E-01,2.28210577723644259E-18,3.51663529734728767E-17,1.02334504500297846E-19,5.16648748208850673E-19,2.12708771712074358E-19,2.52732577565610008E-19,2.12802747352840963E-05,6.54880985039700221E-21,1.10763930567927388E-20,8.76177693562046758E-21,1.89313241546489797E-21,1.13689437273358075E-05,8.36757213797462565E-18,1.24450465578507979E-17,9.51057816356474124E-18,2.15857005141282411E-18,2.66824532759254859E-06,1.40894086302172218E+04,1,1,1,1
N2,FIELD_P,-1,17,.7500000000000000E-05,6.27370465968405873E-18,9.19196063100307226E-18,4.54835554532511011E-18,7.71529796544757967E-19,3.16711563602560473E-18,7.29603497770457854E-01,1.78640287291358640E-01,5.14015248306612903E-03,8.66160624551174235E-02,7.76029320083776801E-19,6.78232885153441016E-17,7.67225323521786603E-20,1.91429038748064554E-19,4.99621512807285664E-20,8.57177237451278312E-20,1.59602060514630722E-05,4.90966702057612729E-21,7.99089284262736534E-21,5.15230027348652609E-21,1.32204884029151363E-21,8.52670779550185478E-06,6.27323359242589310E-18,9.18996361857140056E-18,4.54807820996198098E-18,7.66752209634385996E-19,2.00118399569441166E-06,1.40841403209787568E+04,1,1,1,1
N2,FIELD_P,-1,18,.5000000000000000E-05,4.18084054526365969E-18,6.22788552485076861E-18,8.10290705256854392E-19,1.08579796827045482E-18,2.92981649641963243E-19,9.52801167825731210E-01,1.61288258557512054E-02,2.89613690484082330E-02,2.10863727010932641E-03,4.49407282002031974E-19,3.51663529734728767E-17,5.11294717754146564E-20,2.58324374104425336E-19,8.97273869317197564E-20,1.26356800229172662E-19,1.06401373676420481E-05,3.27181875181800247E-21,5.53819652839636938E-21,9.47011624621304748E-22,9.45872132744022555E-22,5.68447186366790375E-06,4.18052661003832822E-18,6.22252327892539896E-18,8.05306852217860354E-19,1.07842027626616934E-18,1.33412266379627430E-06,1.40788759498998625E+04,1,1,1,1
N2,FIELD_P,-1,19,.3000000000000000E-05,2.50772282537006218E-18,4.69401775397405092E-18,7.96989498748680751E-19,3.23964641623768800E-19,1.76409252048634617E-19,9.66180080413428177E-01,2.78531181832512575E-02,4.60218263223820950E-03,1.36461877108235352E-03,1.24381313509878760E-18,1.62556524124258991E-17,3.06686253025261548E-20,1.15768977642956432E-19,3.56976100834341660E-20,3.45135092594445626E-20,6.38408242058522837E-06,1.96247122955408992E-21,3.93893089518010913E-21,7.92326770983738772E-22,3.02200394768311117E-22,3.41068311820074234E-06,2.50753451681342432E-18,4.69258827335858426E-18,7.96189245071981879E-19,3.22120808666463845E-19,8.00473598277764599E-07,1.40746672855428715E+04,1,1,1,1
N2,FIELD_P,-1,20,.2000000000000000E-05,1.67155483346178457E-18,2.63854584546991377E-18,3.33846085141954511E-19,3.44285697458264721E-19,3.08898303193725668E-19,9.55346595727154968E-01,1.52941113193461788E-02,1.62655829924676643E-02,1.30937099610312132E-02,1.82268468800381522E-20,9.39634361799972844E-17,2.04427323102435161E-20,1.04620482083438872E-19,5.15961440919091623E-20,2.16248875661447218E-20,4.25605494705681891E-06,1.30810757337403438E-21,2.08557676273596592E-21,4.73505812310652374E-22,2.57328204554552318E-22,2.27378874546716142E-06,1.67142931194224381E-18,2.63647006122670326E-18,3.29834537718083390E-19,3.43605790833435362E-19,5.33649065518509697E-07,1.40725638967552004E+04,1,1,1,1
N2,FIELD_P,-1,21,.1000000000000000E-05,8.35647264029851576E-19,1.31927292273495688E-18,3.96013019552008354E-19,1.72114150881553510E-19,2.85150082921813339E-19,8.66669321673112503E-01,7.80913722439865732E-02,1.47508580293180189E-02,4.04884480535828914E-02,2.00274026833679507E-19,9.39634361799972844E-17,1.02198576634351442E-20,5.23102410417194362E-20,2.29557224651928438E-20,1.08121502071654138E-20,2.12802747352840946E-06,6.53950528231746729E-22,1.04278838136798296E-21,4.49207055668957211E-22,1.28646212369066092E-22,1.13689437273358071E-06,8.35584512026534696E-19,1.31823503061335163E-18,3.95346866275453780E-19,1.71774159266543651E-19,2.66824532759254849E-07,1.40704611365223245E+04,1,1,1,1
