state_id,direction_id,h,norm_fd,norm_kpp_phys_d,absolute_error_l2,relative_error_l2,absolute_error_inf,cosine_similarity,observed_slope,branch_crossed,finite,classification
FINAL_CLIP_HIGH,D2,1.00000000000000005E-04,4.62962962967459601E-03,4.62962962967160361E-03,2.17889897141861203E-14,4.70642177821848935E-12,1.66646210719712005E-14,1.00000000000000000E+00,-2.9648219997215177,0,1,CONSISTENT_NUMERICALLY
FINAL_CLIP_HIGH,D2,2.99999999999999974E-04,4.62962962967143361E-03,4.62962962967160361E-03,8.38798222227032006E-16,1.81180415999396293E-13,7.61109925084824113E-16,1.00000000000000000E+00,0.9239017549271066,0,1,CONSISTENT_NUMERICALLY
FINAL_CLIP_HIGH,D2,1.00000000000000002E-03,4.62962962967183173E-03,4.62962962967160361E-03,2.55120931370024913E-15,5.51061211754230509E-13,2.02875910515487590E-15,1.00000000000000000E+00,-3.755649807696332,0,1,CONSISTENT_NUMERICALLY
FINAL_CLIP_HIGH,D2,3.00000000000000006E-03,4.62962962967160534E-03,4.62962962967160361E-03,4.11951172397302529E-17,8.89814532370105581E-15,3.38271077815477383E-17,1.00000000000000000E+00,0.6457331577809476,0,1,CONSISTENT_NUMERICALLY
FINAL_CLIP_HIGH,D2,1.00000000000000002E-02,4.62962962967169035E-03,4.62962962967160361E-03,8.96367055772382707E-17,1.93615284045075685E-14,5.55111512312578270E-17,1.00000000000000000E+00,,0,1,CONSISTENT_NUMERICALLY
FINAL_CLIP_HIGH,D3,9.99999999999999955E-08,3.80536504619692767E-02,3.80536504434219811E-02,3.61236568346652829E-11,9.49282300019210197E-10,3.34103716914668780E-11,9.99999999999999889E-01,-0.6835970806469164,0,1,CONSISTENT_NUMERICALLY
FINAL_CLIP_HIGH,D3,2.99999999999999986E-07,3.80536504546838128E-02,3.80536504434219811E-02,1.70464131848106885E-11,4.47957370216305912E-10,1.31069009812190306E-11,9.99999999999999889E-01,-1.5232245100474642,0,1,CONSISTENT_NUMERICALLY
FINAL_CLIP_HIGH,D3,9.99999999999999955E-07,3.80536504451810809E-02,3.80536504434219811E-02,2.72377538192733116E-12,7.15772429205213248E-11,2.11409362238512699E-12,9.99999999999999667E-01,-0.22464440377048658,0,1,CONSISTENT_NUMERICALLY
FINAL_CLIP_HIGH,D3,3.00000000000000008E-06,3.80536504449464977E-02,3.80536504434219811E-02,2.12808352974283106E-12,5.59232427075978287E-11,1.61435448342572800E-12,1.00000000000000000E+00,-1.3802162751828035,0,1,CONSISTENT_NUMERICALLY
FINAL_CLIP_HIGH,D3,1.00000000000000008E-05,3.80536504433166070E-02,3.80536504434219811E-02,4.03927030042791823E-13,1.06146723201588505E-11,2.50802850709774816E-13,9.99999999999999889E-01,-0.9295467874056705,0,1,CONSISTENT_NUMERICALLY
FINAL_CLIP_HIGH,D3,3.00000000000000008E-05,3.80536504435610434E-02,3.80536504434219811E-02,1.45477686783202011E-13,3.82296271415448164E-12,1.00065788988246103E-13,1.00000000000000000E+00,-1.2547066527209938,0,1,CONSISTENT_NUMERICALLY
FINAL_CLIP_HIGH,D3,1.00000000000000005E-04,3.80536504434476133E-02,3.80536504434219811E-02,3.21171460414057020E-14,8.43996454141389707E-13,2.52749210449820794E-14,1.00000000000000000E+00,-1.5113192388837153,0,1,CONSISTENT_NUMERICALLY
FINAL_CLIP_HIGH,D3,2.99999999999999974E-04,3.80536504434169295E-02,3.80536504434219811E-02,6.10456067938547875E-15,1.60419844305389705E-13,4.35762537165373863E-15,9.99999999999999889E-01,-0.6176699139797609,0,1,CONSISTENT_NUMERICALLY
FINAL_CLIP_HIGH,D3,1.00000000000000002E-03,3.80536504434198786E-02,3.80536504434219811E-02,2.90193676970959483E-15,7.62590904129995012E-14,1.92207361138230187E-15,1.00000000000000000E+00,-1.1853868184277638,0,1,CONSISTENT_NUMERICALLY
FINAL_CLIP_HIGH,D3,3.00000000000000006E-03,3.80536504434222725E-02,3.80536504434219811E-02,7.89068486822334361E-16,2.07356844252172887E-14,6.59194920871186696E-16,1.00000000000000000E+00,-0.5785039001250064,0,1,CONSISTENT_NUMERICALLY
FINAL_CLIP_HIGH,D3,1.00000000000000002E-02,3.80536504434221823E-02,3.80536504434219811E-02,3.93212491342579019E-16,1.03331083026371895E-14,3.33066907387547011E-16,1.00000000000000000E+00,,0,1,CONSISTENT_NUMERICALLY
FINAL_CLIP_LOW,D1,9.99999999999999955E-08,4.16666666477167325E-02,4.16666666666666505E-02,2.49172119405701290E-11,5.98013086573683278E-10,2.23498580753655996E-11,9.99999999999999889E-01,-0.11501425071552597,0,1,CONSISTENT_NUMERICALLY
FINAL_CLIP_LOW,D1,2.99999999999999986E-07,4.16666666604560976E-02,4.16666666666666505E-02,2.19595634706419684E-11,5.27029523295407552E-10,1.53025578319976286E-11,1.00000000000000000E+00,-1.0389622195072332,0,1,CONSISTENT_NUMERICALLY
FINAL_CLIP_LOW,D1,9.99999999999999955E-07,4.16666666683436701E-02,4.16666666666666505E-02,6.28597198156098705E-12,1.50863327551391692E-10,4.21308127274144795E-12,1.00000000000000000E+00,-1.4817884198901483,0,1,CONSISTENT_NUMERICALLY
FINAL_CLIP_LOW,D1,3.00000000000000008E-06,4.16666666672865782E-02,4.16666666666666505E-02,1.23418337156447499E-12,2.96204009171067080E-11,1.17731518978203594E-12,1.00000000000000000E+00,-0.9321663174965419,0,1,CONSISTENT_NUMERICALLY
FINAL_CLIP_LOW,D1,1.00000000000000008E-05,4.16666666670453406E-02,4.16666666666666505E-02,4.01762813116857678E-13,9.64230751471695442E-12,2.66595773235067718E-13,1.00000000000000000E+00,-1.0317500559869335,0,1,CONSISTENT_NUMERICALLY
FINAL_CLIP_LOW,D1,3.00000000000000008E-05,4.16666666665981081E-02,4.16666666666666505E-02,1.29330171956077194E-13,3.10392412694585386E-12,1.23727417200569789E-13,1.00000000000000000E+00,-1.3458500245149385,0,1,CONSISTENT_NUMERICALLY
FINAL_CLIP_LOW,D1,1.00000000000000005E-04,4.16666666666666921E-02,4.16666666666666505E-02,2.55848858027177495E-14,6.14037259265225711E-13,1.74651959561344907E-14,1.00000000000000000E+00,-3.330150184660768,0,1,CONSISTENT_NUMERICALLY
