run_id,state_id,block_id,direction_id,h,sigma,branch_id_plus,branch_id_minus,norm_fd,norm_kv,absolute_error_l2,relative_error_l2,absolute_error_inf,relative_error_inf,cosine_similarity,rhs_finite,amatrx_finite,candidate_svars_finite,replay_exact,branch_crossed,observed_slope,row_classification,series_classification
run1,BHIGH,KPS,D1,.1000000000000000E-06,-1,BRANCH_8,BRANCH_8,.2436157395355998E-04,.2436157445678995E-04,.1119593218832238E-11,.4595734240486208E-07,.9889334986898585E-12,.5876145348729328E-07,.9999999999999991,1,1,1,1,0,-1.38628099021683782e+00,ACTIVE_BOUND,CONSISTENT_NUMERICALLY
run1,BHIGH,KPS,D2,.1000000000000000E-01,-1,BRANCH_8,BRANCH_8,.2370370370363521E-06,.2370370370370385E-06,.1879082997682219E-16,.7927381396471812E-10,.1660565741444693E-16,.1401102344283922E-09,1.000000000000000,1,1,1,1,0,,ACTIVE_BOUND,CONSISTENT_NUMERICALLY
run1,BHIGH,KPS,D2,.3000000000000000E-02,-1,BRANCH_8,BRANCH_8,.2370370370345451E-06,.2370370370370385E-06,.5929948549890499E-16,.2501697044485039E-09,.4844647293468334E-16,.4087671152192995E-09,1.000000000000000,1,1,1,1,0,-9.54532894719256508e-01,ACTIVE_BOUND,CONSISTENT_NUMERICALLY
run1,BHIGH,KPS,D2,.1000000000000000E-02,-1,BRANCH_8,BRANCH_8,.2370370369441949E-06,.2370370370370385E-06,.1040379664588304E-15,.4389101709981880E-09,.5997427370945914E-16,.5060329344235554E-09,1.000000000000000,1,1,1,1,0,-5.11695773568215051e-01,ACTIVE_BOUND,CONSISTENT_NUMERICALLY
run1,BHIGH,KPS,D2,.3000000000000000E-03,-1,BRANCH_8,BRANCH_8,.2370370371339303E-06,.2370370370370385E-06,.4531049542969691E-15,.1911536525158963E-08,.4098467779916745E-15,.3458082177346404E-08,1.000000000000000,1,1,1,1,0,-1.22209395920258723e+00,ACTIVE_BOUND,CONSISTENT_NUMERICALLY
run1,BHIGH,KPS,D2,.1000000000000000E-03,-1,BRANCH_8,BRANCH_8,.2370370357786776E-06,.2370370370370385E-06,.1546487554665706E-14,.6524244371245909E-08,.1035756123067295E-14,.8739192284807992E-08,1.000000000000000,1,1,1,1,0,-1.11742583939601592e+00,ACTIVE_BOUND,CONSISTENT_NUMERICALLY
run1,BHIGH,KPS,D2,.3000000000000000E-04,-1,BRANCH_8,BRANCH_8,.2370370393023347E-06,.2370370370370385E-06,.6146884845112779E-14,.2593217019249293E-07,.4746655878215276E-14,.4004990736844619E-07,.9999999999999998,1,1,1,1,0,-1.14617136997600588e+00,ACTIVE_BOUND,CONSISTENT_NUMERICALLY
run1,BHIGH,KPS,D2,.1000000000000000E-04,-1,BRANCH_8,BRANCH_8,.2370370284603132E-06,.2370370370370385E-06,.1382424108947943E-13,.5832101709624100E-07,.9709373516186220E-14,.8192283825990726E-07,.9999999999999989,1,1,1,1,0,-7.37729075081473784e-01,ACTIVE_BOUND,CONSISTENT_NUMERICALLY
run1,BHIGH,KPS,D2,.3000000000000000E-05,-1,BRANCH_8,BRANCH_8,.2370370609863809E-06,.2370370370370385E-06,.4335522750871811E-13,.1829048475723765E-06,.3004470657395534E-13,.2535021474543928E-06,.9999999999999885,1,1,1,1,0,-9.49360009174977204e-01,ACTIVE_BOUND,CONSISTENT_NUMERICALLY
run1,BHIGH,KPS,D2,.1000000000000000E-05,-1,BRANCH_8,BRANCH_8,.2370371694065954E-06,.2370370370370385E-06,.1323695568773702E-12,.5584337562279678E-06,.6618477899455045E-13,.5584337609180792E-06,1.000000000000000,1,1,1,1,0,-1.01598208142594215e+00,ACTIVE_BOUND,CONSISTENT_NUMERICALLY
run1,BHIGH,KPS,D2,.3000000000000000E-06,-1,BRANCH_8,BRANCH_8,.2370371332667296E-06,.2370370370370385E-06,.3274415621951284E-12,.1381393529707727E-05,.3191652859122465E-12,.2692949847886163E-05,.9999999999991283,1,1,1,1,0,-7.52269416501871624e-01,ACTIVE_BOUND,CONSISTENT_NUMERICALLY
run1,BHIGH,KPS,D2,.1000000000000000E-06,-1,BRANCH_8,BRANCH_8,.2370366815210418E-06,.2370370370370385E-06,.1642494862711595E-11,.6929275202064498E-05,.1126437611268900E-11,.9504233787713546E-05,.9999999999771173,1,1,1,1,0,-1.46790822945883703e+00,ACTIVE_BOUND,CONSISTENT_NUMERICALLY
run1,BHIGH,KPS,D3,.1000000000000000E-01,-1,BRANCH_8,BRANCH_8,.1509441145222341E-04,.1509441145222262E-04,.1340818013609812E-16,.8882877069130838E-12,.1049050305174451E-16,.9593252332557575E-12,.9999999999999999,1,1,1,1,0,,ACTIVE_BOUND,CONSISTENT_NUMERICALLY
run1,BHIGH,KPS,D3,.3000000000000000E-02,-1,BRANCH_8,BRANCH_8,.1509441145224332E-04,.1509441145222262E-04,.2198794544495748E-16,.1456694453740337E-11,.1741160926375940E-16,.1592239765423815E-11,1.000000000000000,1,1,1,1,0,-4.10831032452815659e-01,ACTIVE_BOUND,CONSISTENT_NUMERICALLY
run1,BHIGH,KPS,D3,.1000000000000000E-02,-1,BRANCH_8,BRANCH_8,.1509441145217787E-04,.1509441145222262E-04,.6476443695390205E-16,.4290623530363990E-11,.3759555736388212E-16,.3438001653456342E-11,1.000000000000000,1,1,1,1,0,-9.83297094471869082e-01,ACTIVE_BOUND,CONSISTENT_NUMERICALLY
run1,BHIGH,KPS,D3,.3000000000000000E-03,-1,BRANCH_8,BRANCH_8,.1509441145236378E-04,.1509441145222262E-04,.3194309394845431E-15,.2116219903589021E-10,.2523226446575835E-15,.2307415371239109E-10,1.000000000000000,1,1,1,1,0,-1.32543231259529692e+00,ACTIVE_BOUND,CONSISTENT_NUMERICALLY
run1,BHIGH,KPS,D3,.1000000000000000E-03,-1,BRANCH_8,BRANCH_8,.1509441145191664E-04,.1509441145222262E-04,.5165275372979841E-15,.3421978650395983E-10,.4704793683547176E-15,.4302393579818417E-10,.9999999999999999,1,1,1,1,0,-4.37449597719615335e-01,ACTIVE_BOUND,CONSISTENT_NUMERICALLY
run1,BHIGH,KPS,D3,.3000000000000000E-04,-1,BRANCH_8,BRANCH_8,.1509441145272419E-04,.1509441145222262E-04,.1347012409776641E-14,.8923914748153606E-10,.1274698188257102E-14,.1165673496057059E-09,1.000000000000000,1,1,1,1,0,-7.96127440330168024e-01,ACTIVE_BOUND,CONSISTENT_NUMERICALLY
