run_id,state_id,direction_id,h,norm_scaled_fd,norm_scaled_kv,absolute_error_scaled_l2,relative_error_scaled_l2,absolute_error_scaled_inf,relative_error_scaled_inf,cosine_similarity,branch_id_plus,branch_id_minus,finite,branch_crossed,strict_point_pass,roundoff_explained_point,max_error_to_roundoff_bound,series_classification,series_pass,series_explained
run2,BETA_MIN_NEG,M2,1.00000000000000005E-04,1.55301476929192295E+00,1.55301476929079896E+00,3.70203120582081287E-11,2.38377076575305603E-11,2.65791000320092508E-11,4.87622405373158032E-11,1.00000000000000000E+00,I3B_5,I3B_5,1,0,1,0,7.26670320807062126E+02,CONSISTENT_NUMERICALLY,1,0
run2,BETA_MIN_NEG,M2,2.99999999999999974E-04,1.55301476934118798E+00,1.55301476929079896E+00,3.08808827899570412E-10,1.98844746357802992E-10,2.20464035916023704E-10,4.04465175126996380E-10,1.00000000000000000E+00,I3B_5,I3B_5,1,0,1,0,1.92843705837470370E+04,CONSISTENT_NUMERICALLY,1,0
run2,BETA_MIN_NEG,M2,1.00000000000000002E-03,1.55301476989828702E+00,1.55301476929079896E+00,3.42571124976441083E-09,2.20584589159366093E-09,2.44625930623243407E-09,4.48792790438492784E-09,1.00000000000000000E+00,I3B_5,I3B_5,1,0,1,0,7.13153731312062126E+05,CONSISTENT_NUMERICALLY,1,0
run2,BETA_MIN_NEG,M2,3.00000000000000006E-03,1.55301477475875793E+00,1.55301476929079896E+00,3.08308345245328420E-08,1.98522480440162203E-08,2.20157606589665988E-08,4.03902997305608670E-08,9.99999999999999778E-01,I3B_5,I3B_5,1,0,1,0,1.92550561820940748E+07,CONSISTENT_NUMERICALLY,1,0
run2,BETA_MIN_NEG,M2,1.00000000000000002E-02,1.55301483004210494E+00,1.55301476929079896E+00,3.42565051569061374E-07,2.20580669895968607E-07,2.44619641209808894E-07,4.48781251814884193E-07,9.99999999999976241E-01,I3B_5,I3B_5,1,0,1,0,7.13150924888798952E+08,CONSISTENT_NUMERICALLY,1,0
run2,BETA_MIN_NEG,M3,9.99999999999999955E-08,1.71641296521042896E+00,1.71641295327737509E+00,1.37944720697932906E-08,8.03680253493197889E-09,8.03781097236111464E-09,1.39611197762821496E-08,9.99999999999999889E-01,I3B_5,I3B_5,1,0,1,0,8.64595133963737439E+00,CONSISTENT_NUMERICALLY,1,0
run2,BETA_MIN_NEG,M3,2.99999999999999986E-07,1.71641295254729598E+00,1.71641295327737509E+00,1.59476190061806808E-09,9.29124834191549159E-10,7.41476213761416147E-10,1.28789272724548396E-09,9.99999999999999889E-01,I3B_5,I3B_5,1,0,1,0,1.42853703119215165E+01,CONSISTENT_NUMERICALLY,1,0
run2,BETA_MIN_NEG,M3,9.99999999999999955E-07,1.71641295312842002E+00,1.71641295327737509E+00,6.02692246123882736E-10,3.51134757502897203E-10,3.29656635322805920E-10,5.72590698309460687E-10,1.00000000000000000E+00,I3B_5,I3B_5,1,0,1,0,7.19793401810665046E+00,CONSISTENT_NUMERICALLY,1,0
run2,BETA_MIN_NEG,M3,3.00000000000000008E-06,1.71641295338677802E+00,1.71641295327737509E+00,2.69636975791085221E-10,1.57093300454908097E-10,1.44964817927473203E-10,2.51793828588085792E-10,9.99999999999999889E-01,I3B_5,I3B_5,1,0,1,0,1.25877437497519935E+01,CONSISTENT_NUMERICALLY,1,0
run2,BETA_MIN_NEG,M3,1.00000000000000008E-05,1.71641295318838694E+00,1.71641295327737509E+00,1.14589727968816299E-10,6.67611647593400382E-11,6.64238664072058782E-11,1.15373646347194001E-10,9.99999999999999889E-01,I3B_5,I3B_5,1,0,1,0,5.45900272210377580E+00,CONSISTENT_NUMERICALLY,1,0
run2,BETA_MIN_NEG,M3,3.00000000000000008E-05,1.71641295326331500E+00,1.71641295327737509E+00,2.16989862287718487E-11,1.26420545751178898E-11,1.35766953235361095E-11,2.35817775981093910E-11,1.00000000000000000E+00,I3B_5,I3B_5,1,0,1,0,1.17181756264359471E+01,CONSISTENT_NUMERICALLY,1,0
run2,BETA_MIN_NEG,M3,1.00000000000000005E-04,1.71641295327915810E+00,1.71641295327737509E+00,6.43068211725156760E-12,3.74658214095036582E-12,3.94462240649318119E-12,6.85153537600440594E-12,1.00000000000000000E+00,I3B_5,I3B_5,1,0,1,0,7.54000032763692385E+00,CONSISTENT_NUMERICALLY,1,0
run2,BETA_MIN_NEG,M3,2.99999999999999974E-04,1.71641295327519794E+00,1.71641295327737509E+00,2.96659985825353001E-12,1.72837186563350405E-12,1.71052061403997909E-12,2.97105560197297798E-12,9.99999999999999889E-01,I3B_5,I3B_5,1,0,1,0,4.42673513176496769E+00,CONSISTENT_NUMERICALLY,1,0
run2,BETA_MIN_NEG,M3,1.00000000000000002E-03,1.71641295327647492E+00,1.71641295327737509E+00,1.15084020109179307E-12,6.70491444902196282E-13,6.79567513373058318E-13,1.18036161093506794E-12,1.00000000000000000E+00,I3B_5,I3B_5,1,0,1,0,3.84515123732810835E+01,CONSISTENT_NUMERICALLY,1,0
run2,BETA_MIN_NEG,M3,3.00000000000000006E-03,1.71641295327696097E+00,1.71641295327737509E+00,2.51284805750231513E-12,1.46401135735092197E-12,1.54179348053808792E-12,2.67798828019914094E-12,9.99999999999999667E-01,I3B_5,I3B_5,1,0,1,0,1.03029019930650634E+03,CONSISTENT_NUMERICALLY,1,0
run2,BETA_MIN_NEG,M3,1.00000000000000002E-02,1.71641295327741705E+00,1.71641295327737509E+00,2.74428683079765988E-11,1.59884998861000290E-11,1.71264526947203686E-11,2.97474598101422825E-11,1.00000000000000000E+00,I3B_5,I3B_5,1,0,1,0,3.81458966700398014E+04,CONSISTENT_NUMERICALLY,1,0
run2,BETA_MIN_POS,M1,9.99999999999999955E-08,5.47295077903667493E-01,5.47295077650483575E-01,5.57060627382715272E-09,1.01784329856656706E-08,3.10963961405817016E-09,1.25354825509297198E-08,1.00000000000000000E+00,I3B_4,I3B_4,1,0,1,0,2.44730765142106854E+00,CONSISTENT_NUMERICALLY,1,0
run2,BETA_MIN_POS,M1,2.99999999999999986E-07,5.47295077127191165E-01,5.47295077650483575E-01,1.59237967808894091E-09,2.90954503907648012E-09,1.34806753955519405E-09,5.43428797579322033E-09,1.00000000000000000E+00,I3B_4,I3B_4,1,0,1,0,1.17981639847255124E+01,CONSISTENT_NUMERICALLY,1,0
run2,BETA_MIN_POS,M1,9.99999999999999955E-07,5.47295077885501913E-01,5.47295077650483575E-01,3.50402741808828007E-10,6.40244643095684507E-10,1.50288809175336295E-10,6.05839577190083009E-10,1.00000000000000000E+00,I3B_4,I3B_4,1,0,1,0,1.08368956162155499E+01,CONSISTENT_NUMERICALLY,1,0
run2,BETA_MIN_POS,M1,3.00000000000000008E-06,5.47295077630799098E-01,5.47295077650483575E-01,1.69092403061324410E-10,3.08960211714732579E-10,9.00616596409423500E-11,3.63053763774695211E-10,1.00000000000000000E+00,I3B_4,I3B_4,1,0,1,0,2.10069789858491029E+00,CONSISTENT_NUMERICALLY,1,0
run2,BETA_MIN_POS,M1,1.00000000000000008E-05,5.47295077635873151E-01,5.47295077650483575E-01,6.80052328744890042E-11,1.24256978824718890E-10,4.32779826041386722E-11,1.74460858659841408E-10,1.00000000000000000E+00,I3B_4,I3B_4,1,0,1,0,7.92890890850879515E+00,CONSISTENT_NUMERICALLY,1,0
run2,BETA_MIN_POS,M1,3.00000000000000008E-05,5.47295077648648931E-01,5.47295077650483575E-01,1.86794609344502398E-11,3.41305114868572219E-11,1.51446698606373697E-11,6.10507225388539000E-11,1.00000000000000000E+00,I3B_4,I3B_4,1,0,1,0,3.00860709878864618E+00,CONSISTENT_NUMERICALLY,1,0
run2,BETA_MIN_POS,M1,1.00000000000000005E-04,5.47295077665415630E-01,5.47295077650483575E-01,1.89333239304199893E-11,3.45943618042088931E-11,1.24410759472226605E-11,5.01520787644355124E-11,1.00000000000000000E+00,I3B_4,I3B_4,1,0,1,0,1.40499144970001566E+02,CONSISTENT_NUMERICALLY,1,0
run2,BETA_MIN_POS,M1,2.99999999999999974E-04,5.47295077770546090E-01,5.47295077650483575E-01,1.56093097083968498E-10,2.85208296993693610E-10,1.03897501713134904E-10,4.18828380281230614E-10,9.99999999999999778E-01,I3B_4,I3B_4,1,0,1,0,3.51998757600535919E+03,CONSISTENT_NUMERICALLY,1,0
run2,BETA_MIN_POS,M1,1.00000000000000002E-03,5.47295078985270633E-01,5.47295077650483575E-01,1.73550126534730502E-09,3.17105220197679209E-09,1.15433895775396402E-09,4.65333532088350770E-09,9.99999999999999778E-01,I3B_4,I3B_4,1,0,1,0,1.30361135429769580E+05,CONSISTENT_NUMERICALLY,1,0
run2,BETA_MIN_POS,M1,3.00000000000000006E-03,5.47295089665213785E-01,5.47295077650483575E-01,1.56208300980637407E-08,2.85418787652912495E-08,1.03898755154929695E-08,4.18833420406380683E-08,9.99999999999999778E-01,I3B_4,I3B_4,1,0,1,0,3.52003003248871444E+06,CONSISTENT_NUMERICALLY,1,0
run2,BETA_MIN_POS,M1,1.00000000000000002E-02,5.47295211147486804E-01,5.47295077650483575E-01,1.73564709461325095E-07,3.17131789071240989E-07,1.15443050424657301E-07,4.65370279106750977E-07,9.99999999999979461E-01,I3B_4,I3B_4,1,0,1,0,1.30371470738929227E+08,CONSISTENT_NUMERICALLY,1,0
run2,BETA_MIN_POS,M2,9.99999999999999955E-08,1.64292836026350408E+00,1.64292836724444102E+00,7.77105008062818609E-09,4.72999933263187624E-09,4.03944455662497066E-09,7.40957587616974660E-09,1.00000000000000000E+00,I3B_4,I3B_4,1,0,1,0,4.33193751370528979E+00,CONSISTENT_NUMERICALLY,1,0
run2,BETA_MIN_POS,M2,2.99999999999999986E-07,1.64292836744102999E+00,1.64292836724444102E+00,1.33620709103682307E-09,8.13308186478059400E-10,9.59775481312874490E-10,1.76052156197853492E-09,9.99999999999999889E-01,I3B_4,I3B_4,1,0,1,0,4.91346625460961128E+00,CONSISTENT_NUMERICALLY,1,0
run2,BETA_MIN_POS,M2,9.99999999999999955E-07,1.64292836758934402E+00,1.64292836724444102E+00,6.44718378930206842E-10,3.92420261070905395E-10,4.31303770476176903E-10,7.91142932077559382E-10,1.00000000000000000E+00,I3B_4,I3B_4,1,0,1,0,7.60760332816434737E+00,CONSISTENT_NUMERICALLY,1,0
run2,BETA_MIN_POS,M2,3.00000000000000008E-06,1.64292836736774595E+00,1.64292836724444102E+00,1.97763734824694412E-10,1.20372706901120703E-10,1.37708511260825591E-10,2.52599496891288304E-10,1.00000000000000000E+00,I3B_4,I3B_4,1,0,1,0,4.92594042513475294E+00,CONSISTENT_NUMERICALLY,1,0
run2,BETA_MIN_POS,M2,1.00000000000000008E-05,1.64292836728700409E+00,1.64292836724444102E+00,6.23174593190946257E-11,3.79307220935021782E-11,4.37578862033660698E-11,8.02653368386657378E-11,1.00000000000000000E+00,I3B_4,I3B_4,1,0,1,0,6.75089828383254176E+00,CONSISTENT_NUMERICALLY,1,0
run2,BETA_MIN_POS,M2,3.00000000000000008E-05,1.64292836723257896E+00,1.64292836724444102E+00,2.06923335350457601E-11,1.25947874220173293E-11,1.38379308012304104E-11,2.53829943210240590E-11,1.00000000000000000E+00,I3B_4,I3B_4,1,0,1,0,2.58225416800778484E+00,CONSISTENT_NUMERICALLY,1,0
run2,BETA_MIN_POS,M2,1.00000000000000005E-04,1.64292836724401892E+00,1.64292836724444102E+00,1.55471697656783104E-11,9.46308437765573101E-12,9.62924184833013896E-12,1.76629724965959713E-11,1.00000000000000000E+00,I3B_4,I3B_4,1,0,1,0,5.48410792065808792E+01,CONSISTENT_NUMERICALLY,1,0
run2,BETA_MIN_POS,M2,2.99999999999999974E-04,1.64292836726152802E+00,1.64292836724444102E+00,1.12561675326137606E-10,6.85128320681187606E-11,6.82339185154035022E-11,1.25161860617463391E-10,1.00000000000000000E+00,I3B_4,I3B_4,1,0,1,0,1.39589606676210406E+03,CONSISTENT_NUMERICALLY,1,0
run2,BETA_MIN_POS,M2,1.00000000000000002E-03,1.64292836747114190E+00,1.64292836724444102E+00,1.24574333938323704E-09,7.58245681338336490E-10,7.55088630510769576E-10,1.38506332307823403E-09,1.00000000000000000E+00,I3B_4,I3B_4,1,0,1,0,5.14584871570461619E+04,CONSISTENT_NUMERICALLY,1,0
run2,BETA_MIN_POS,M2,3.00000000000000006E-03,1.64292836927961505E+00,1.64292836724444102E+00,1.12110308091969896E-08,6.82380986221131520E-09,6.79521172664010464E-09,1.24644950999119506E-08,1.00000000000000000E+00,I3B_4,I3B_4,1,0,1,0,1.38935157028905628E+06,CONSISTENT_NUMERICALLY,1,0
run2,BETA_MIN_POS,M2,1.00000000000000002E-02,1.64292838985442891E+00,1.64292836724444102E+00,1.24567187729120108E-07,7.58202174229622689E-08,7.55024029130968444E-08,1.38494482417862897E-07,9.99999999999997224E-01,I3B_4,I3B_4,1,0,1,0,5.14576259653543085E+07,CONSISTENT_NUMERICALLY,1,0
run2,BETA_MIN_POS,M3,9.99999999999999955E-08,1.82047146685016292E+00,1.82047145477153705E+00,1.43227517436005401E-08,7.86760572983997952E-09,8.03781075031650971E-09,1.39611197409073306E-08,1.00000000000000000E+00,I3B_4,I3B_4,1,0,1,0,2.97093372394504263E+00,CONSISTENT_NUMERICALLY,1,0
run2,BETA_MIN_POS,M3,2.99999999999999986E-07,1.82047145355901097E+00,1.82047145477153705E+00,2.60117726549190283E-09,1.42884814737089091E-09,1.32866684321442108E-09,2.30780215937478912E-09,1.00000000000000000E+00,I3B_4,I3B_4,1,0,1,0,6.37493138829307515E+00,CONSISTENT_NUMERICALLY,1,0
