run_id,state_id,block_id,direction_id,h,sigma,branch_id_plus,branch_id_minus,norm_fd,norm_kv,absolute_error_l2,relative_error_l2,absolute_error_inf,relative_error_inf,cosine_similarity,rhs_finite,amatrx_finite,candidate_svars_finite,replay_exact,branch_crossed,finite,branch_crossed_bool,residual_scale,null_candidate,scaled_norm_fd,scaled_norm_kv,scaled_absolute_error_l2,scaled_absolute_error_inf,roundoff_floor,strict_point_pass,roundoff_explained_point,observed_slope,series_classification,series_pass,series_explained
run1,BETA_MIN_NEG,KPS,D1,2.99999999999999974E-04,-1,I3B_5,I3B_5,1.63150246088319110E-04,1.63150246087724398E-04,7.67619167953647469E-16,4.70498320632693228E-12,7.48018183852061647E-16,6.68349903091249738E-12,1.00000000000000000E+00,1,1,1,1,0,1,0,1.00000000000000000E+00,0,1.63150246088319110E-04,1.63150246087724398E-04,7.67619167953647469E-16,7.48018183852061647E-16,1.78823366232449304E-15,1,0,-1.15393857120353460E+00,CONSISTENT_NUMERICALLY,1,0
run1,BETA_MIN_NEG,KPS,D1,1.00000000000000005E-04,-1,I3B_5,I3B_5,1.63150246086738587E-04,1.63150246087724398E-04,1.14964209579240003E-15,7.04652382304251902E-12,1.05899447197521606E-15,9.46205410513809902E-12,1.00000000000000000E+00,1,1,1,1,0,1,0,1.00000000000000000E+00,0,1.63150246086738587E-04,1.63150246087724398E-04,1.14964209579240003E-15,1.05899447197521606E-15,5.36470098697347874E-15,1,0,-3.67656743818685738E-01,CONSISTENT_NUMERICALLY,1,0
run1,BETA_MIN_NEG,KPS,D1,3.00000000000000008E-05,-1,I3B_5,I3B_5,1.63150246085375013E-04,1.63150246087724398E-04,3.32314536995699290E-15,2.03686200275184811E-11,3.04686560270023316E-15,2.72235672109424412E-11,1.00000000000000000E+00,1,1,1,1,0,1,0,1.00000000000000000E+00,0,1.63150246085375013E-04,1.63150246087724398E-04,3.32314536995699290E-15,3.04686560270023316E-15,1.78823366232449296E-14,1,0,-8.81632091952186170E-01,CONSISTENT_NUMERICALLY,1,0
run1,BETA_MIN_NEG,KPS,D1,1.00000000000000008E-05,-1,I3B_5,I3B_5,1.63150246094361992E-04,1.63150246087724398E-04,9.30121368203706571E-15,5.70101112606196969E-11,7.34339618193441401E-15,6.56128184076064478E-11,1.00000000000000000E+00,1,1,1,1,0,1,0,1.00000000000000000E+00,0,1.63150246094361992E-04,1.63150246087724398E-04,9.30121368203706571E-15,7.34339618193441401E-15,5.36470098697347858E-14,1,0,-9.36848395605652917E-01,CONSISTENT_NUMERICALLY,1,0
run1,BETA_MIN_NEG,KPS,D1,3.00000000000000008E-06,-1,I3B_5,I3B_5,1.63150246073289005E-04,1.63150246087724398E-04,5.47125475536440814E-14,3.35350689720845576E-10,4.07412378302090400E-14,3.64020593932579785E-10,1.00000000000000000E+00,1,1,1,1,0,1,0,1.00000000000000000E+00,0,1.63150246073289005E-04,1.63150246087724398E-04,5.47125475536440814E-14,4.07412378302090400E-14,1.78823366232449290E-13,1,0,-1.47175099824216771E+00,CONSISTENT_NUMERICALLY,1,0
run1,BETA_MIN_NEG,KPS,D1,9.99999999999999955E-07,-1,I3B_5,I3B_5,1.63150246079486901E-04,1.63150246087724398E-04,1.20828885980794190E-13,7.40598858280762788E-10,1.03819052963902097E-13,9.27617208856997412E-10,1.00000000000000000E+00,1,1,1,1,0,1,0,1.00000000000000000E+00,0,1.63150246079486901E-04,1.63150246087724398E-04,1.20828885980794190E-13,1.03819052963902097E-13,5.36470098697347946E-13,1,0,-7.21166434941252876E-01,CONSISTENT_NUMERICALLY,1,0
run1,BETA_MIN_NEG,KPS,D1,2.99999999999999986E-07,-1,I3B_5,I3B_5,1.63150247052568407E-04,1.63150246087724398E-04,1.14843969966418298E-12,7.03915391126649818E-09,1.06579594325376094E-12,9.52282476532677153E-09,1.00000000000000000E+00,1,1,1,1,0,1,0,1.00000000000000000E+00,0,1.63150247052568407E-04,1.63150246087724398E-04,1.14843969966418298E-12,1.06579594325376094E-12,1.78823366232449315E-12,1,0,-1.87029484712243210E+00,CONSISTENT_NUMERICALLY,1,0
run1,BETA_MIN_NEG,KPS,D1,9.99999999999999955E-08,-1,I3B_5,I3B_5,1.63150246060892996E-04,1.63150246087724398E-04,5.59428405901103012E-13,3.42891548934779596E-09,5.46702250527400513E-13,4.88475285317530834E-09,1.00000000000000000E+00,1,1,1,1,0,1,0,1.00000000000000000E+00,0,1.63150246060892996E-04,1.63150246087724398E-04,5.59428405901103012E-13,5.46702250527400513E-13,5.36470098697347906E-12,1,0,6.54684059144326924E-01,CONSISTENT_NUMERICALLY,1,0
run1,BETA_MIN_NEG,KPS,D2,1.00000000000000002E-02,-1,I3B_5,I3B_5,1.55706682533890285E-17,7.39639723427837856E-21,1.55753876792085612E-17,1.00030309719163801E+00,1.08487979884330803E-17,1.00062500000000010E+00,-6.37930085385569279E-01,1,1,1,1,0,1,0,1.00000000000000000E+00,1,1.55706682533890285E-17,7.39639723427837856E-21,1.55753876792085612E-17,1.08487979884330803E-17,5.36470098697347911E-17,1,1,,NULLSPACE_CONSISTENT,1,0
run1,BETA_MIN_NEG,KPS,D2,3.00000000000000006E-03,-1,I3B_5,I3B_5,3.61400724161834791E-17,7.39639723427837856E-21,3.61468488013342727E-17,1.00018750336393203E+00,3.61468486797615073E-17,1.00018750000000001E+00,-9.16157334902189202E-01,1,1,1,1,0,1,0,1.00000000000000000E+00,1,3.61400724161834791E-17,7.39639723427837856E-21,3.61468488013342727E-17,3.61468486797615073E-17,1.78823366232449299E-16,1,1,-6.99266475295798884E-01,NULLSPACE_CONSISTENT,1,0
