run_id,state_id,direction_id,norm_oracle,norm_jphys_d,absolute_error_scaled_l2,relative_error_scaled_l2,absolute_error_scaled_inf,cosine_similarity,finite,branch_id,classification
run1,FINAL_CLIP_LOW,M1,.6531737578837937,.6531737578837937,.1685964397271591E-15,.2581188201335457E-15,.1110223024625157E-15,.9999999999999999,1,I3B_39,ACTIVE_SET_CONSISTENT_ANALYTIC
run1,FINAL_CLIP_LOW,M2,1.489400332662084,1.489400332662084,.1302314116208532E-15,.8743882270261325E-16,.1110223024625157E-15,1.000000000000000,1,I3B_39,ACTIVE_SET_CONSISTENT_ANALYTIC
run1,FINAL_CLIP_LOW,M3,1.641084086591451,1.641084086591452,.4596404932154349E-15,.2800834503063843E-15,.2220446049250313E-15,1.000000000000000,1,I3B_39,ACTIVE_SET_CONSISTENT_ANALYTIC
