state_id,direction_id,h,norm_fd,norm_ksp_d,absolute_error_l2,relative_error_l2,absolute_error_inf,cosine_similarity,observed_slope,residual_scale,scaled_norm_fd,scaled_norm_kd,scaled_absolute_error_l2,scaled_absolute_error_inf,branch_crossed,finite,classification,diagnostic_explanation
BETA_MIN_NEG,D3,2.99999999999999974E-04,1.68608601576384309E+00,1.68608601576362704E+00,6.66974517742512914E-13,3.95575618032959679E-13,4.79172257428217563E-13,9.99999999999999889E-01,0.15319787297821683,3.26433757646462919E+00,5.16517050172832448E-01,5.16517050172766279E-01,2.04321551346679464E-13,1.46790044290448302E-13,0,1,CONSISTENT_NUMERICALLY,NONE
BETA_MIN_NEG,D3,1.00000000000000002E-03,1.68608601576371697E+00,1.68608601576362704E+00,8.02071626435039479E-13,4.75700301726148278E-13,6.32272012524026650E-13,9.99999999999999889E-01,-1.789510793468748,3.26433757646462919E+00,5.16517050172793812E-01,5.16517050172766279E-01,2.45707316613898093E-13,1.93690755846641119E-13,0,1,CONSISTENT_NUMERICALLY,NONE
BETA_MIN_NEG,D3,3.00000000000000006E-03,1.68608601576351602E+00,1.68608601576362704E+00,1.12305110158704703E-13,6.66069874898059695E-14,8.01581023779363022E-14,1.00000000000000000E+00,-0.6717817355337662,3.26433757646462919E+00,5.16517050172732195E-01,5.16517050172766279E-01,3.44036446991289278E-14,2.45557024971509900E-14,0,1,CONSISTENT_NUMERICALLY,NONE
BETA_MIN_NEG,D3,1.00000000000000002E-02,1.68608601576364991E+00,1.68608601576362704E+00,5.00194747809516575E-14,2.96660278973354678E-14,3.64153152077051282E-14,1.00000000000000000E+00,,3.26433757646462919E+00,5.16517050172773273E-01,5.16517050172766279E-01,1.53230092198749172E-14,1.11554991953816115E-14,0,1,CONSISTENT_NUMERICALLY,NONE
BETA_MIN_POS,D1,9.99999999999999955E-08,1.89902707217803995E-09,0.00000000000000000E+00,1.89902707217803995E-09,1.00000000000000000E+00,1.45716771982051796E-09,0.00000000000000000E+00,-0.0,1.05764537477454006E+01,1.79552344998706076E-10,0.00000000000000000E+00,1.79552344998706076E-10,1.37774697887857228E-10,0,1,INCONCLUSIVE,NONE
BETA_MIN_POS,D1,2.99999999999999986E-07,4.34554290103283298E-09,0.00000000000000000E+00,4.34554290103283298E-09,1.00000000000000000E+00,2.40548322002117306E-09,0.00000000000000000E+00,-0.0,1.05764537477454006E+01,4.10869560315448742E-10,0.00000000000000000E+00,4.10869560315448742E-10,2.27437596513288189E-10,0,1,INCONCLUSIVE,NONE
BETA_MIN_POS,D1,9.99999999999999955E-07,1.30366287030985006E-09,0.00000000000000000E+00,1.30366287030985006E-09,1.00000000000000000E+00,7.21644966006351751E-10,0.00000000000000000E+00,-0.0,1.05764537477454006E+01,1.23260868094634638E-10,0.00000000000000000E+00,1.23260868094634638E-10,6.82312789539864385E-11,0,1,INCONCLUSIVE,NONE
BETA_MIN_POS,D1,3.00000000000000008E-06,1.39335723346540106E-10,0.00000000000000000E+00,1.39335723346540106E-10,1.00000000000000000E+00,9.71445146547011973E-11,0.00000000000000000E+00,-0.0,1.05764537477454006E+01,1.31741438737197264E-11,0.00000000000000000E+00,1.31741438737197264E-11,9.18497985919048210E-12,0,1,NULLSPACE_CONSISTENT,NONE
BETA_MIN_POS,D1,1.00000000000000008E-05,6.43860559849221079E-11,0.00000000000000000E+00,6.43860559849221079E-11,1.00000000000000000E+00,4.44089209850062616E-11,0.00000000000000000E+00,-0.0,1.05764537477454006E+01,6.08767905770375885E-12,0.00000000000000000E+00,6.08767905770375885E-12,4.19884793562993451E-12,0,1,NULLSPACE_CONSISTENT,NONE
BETA_MIN_POS,D1,3.00000000000000008E-05,1.39335723346540093E-11,0.00000000000000000E+00,1.39335723346540093E-11,1.00000000000000000E+00,9.71445146547011973E-12,0.00000000000000000E+00,-0.0,1.05764537477454006E+01,1.31741438737197244E-12,0.00000000000000000E+00,1.31741438737197244E-12,9.18497985919048251E-13,0,1,NULLSPACE_CONSISTENT,NONE
BETA_MIN_POS,D1,1.00000000000000005E-04,6.43860559849221176E-12,0.00000000000000000E+00,6.43860559849221176E-12,1.00000000000000000E+00,4.44089209850062616E-12,0.00000000000000000E+00,-628.7709822868154,1.05764537477454006E+01,6.08767905770375945E-13,0.00000000000000000E+00,6.08767905770375945E-13,4.19884793562993482E-13,0,1,NULLSPACE_CONSISTENT,NONE
BETA_MIN_POS,D1,2.99999999999999974E-04,0.00000000000000000E+00,0.00000000000000000E+00,0.00000000000000000E+00,0.00000000000000000E+00,0.00000000000000000E+00,1.00000000000000000E+00,573.7467868179594,1.05764537477454006E+01,0.00000000000000000E+00,0.00000000000000000E+00,0.00000000000000000E+00,0.00000000000000000E+00,0,1,NULLSPACE_CONSISTENT,NONE
BETA_MIN_POS,D1,1.00000000000000002E-03,4.18007170039620200E-13,0.00000000000000000E+00,4.18007170039620200E-13,1.00000000000000000E+00,2.91433543964103592E-13,0.00000000000000000E+00,-0.0,1.05764537477454006E+01,3.95224316211591641E-14,0.00000000000000000E+00,3.95224316211591641E-14,2.75549395775714480E-14,0,1,NULLSPACE_CONSISTENT,NONE
BETA_MIN_POS,D1,3.00000000000000006E-03,6.33009024059346644E-14,0.00000000000000000E+00,6.33009024059346644E-14,1.00000000000000000E+00,4.85722573273505986E-14,0.00000000000000000E+00,-573.7467868179594,1.05764537477454006E+01,5.98507816662353585E-15,0.00000000000000000E+00,5.98507816662353585E-15,4.59248992959524081E-15,0,1,NULLSPACE_CONSISTENT,NONE
BETA_MIN_POS,D1,1.00000000000000002E-02,0.00000000000000000E+00,0.00000000000000000E+00,0.00000000000000000E+00,0.00000000000000000E+00,0.00000000000000000E+00,1.00000000000000000E+00,,1.05764537477454006E+01,0.00000000000000000E+00,0.00000000000000000E+00,0.00000000000000000E+00,0.00000000000000000E+00,0,1,NULLSPACE_CONSISTENT,NONE
BETA_MIN_POS,D2,9.99999999999999955E-08,1.05764537595281993E+01,1.05764537477454006E+01,1.24849589357270498E-08,1.18044849621542508E-09,8.63226645719805674E-09,1.00000000000000000E+00,-1.1970022073384412,1.05764537477454006E+01,1.00000000111405951E+00,1.00000000000000000E+00,1.18044849753051570E-09,8.16177772160939206E-10,0,1,CONSISTENT_NUMERICALLY,NONE
BETA_MIN_POS,D2,2.99999999999999986E-07,1.05764537452803395E+01,1.05764537477454006E+01,3.35175235118348789E-09,3.16907011662390887E-10,2.81690848424887008E-09,1.00000000000000000E+00,-1.2541885844432017,1.05764537477454006E+01,9.99999999766929326E-01,1.00000000000000000E+00,3.16907011662390732E-10,2.66337711243653402E-10,0,1,CONSISTENT_NUMERICALLY,NONE
BETA_MIN_POS,D2,9.99999999999999955E-07,1.05764537474111595E+01,1.05764537477454006E+01,7.40428913255457396E-10,7.00072945918471089E-11,6.27687235521534603E-10,9.99999999999999778E-01,-0.5269545576462035,1.05764537477454006E+01,9.99999999968397613E-01,1.00000000000000000E+00,7.00072945918470830E-11,5.93476084226567578E-11,0,1,CONSISTENT_NUMERICALLY,NONE
BETA_MIN_POS,D2,3.00000000000000008E-06,1.05764537480611001E+01,1.05764537477454006E+01,4.15013428784982393E-10,3.92393744321969511E-11,3.33349348125011602E-10,1.00000000000000000E+00,-1.8726227971873457,1.05764537477454006E+01,1.00000000002984923E+00,1.00000000000000000E+00,3.92393744333682195E-11,3.15180641900951183E-11,0,1,CONSISTENT_NUMERICALLY,NONE
BETA_MIN_POS,D2,1.00000000000000008E-05,1.05764537477492606E+01,1.05764537477454006E+01,4.35419115269840798E-11,4.11687249483316679E-12,3.08135739146564382E-11,1.00000000000000000E+00,0.20838367184359236,1.05764537477454006E+01,1.00000000000036504E+00,1.00000000000000000E+00,4.11687249483466767E-12,2.91341262861618575E-12,0,1,CONSISTENT_NUMERICALLY,NONE
BETA_MIN_POS,D2,3.00000000000000008E-05,1.05764537476983698E+01,1.05764537477454006E+01,5.47434003712293285E-11,5.17596934444109732E-12,4.22764045993062609E-11,1.00000000000000000E+00,-1.1467013893914437,1.05764537477454006E+01,9.99999999995553224E-01,1.00000000000000000E+00,5.17596934444109570E-12,3.99721925776098552E-12,0,1,CONSISTENT_NUMERICALLY,NONE
BETA_MIN_POS,D2,1.00000000000000005E-04,1.05764537477585403E+01,1.05764537477454006E+01,1.37640419089955196E-11,1.30138534496144509E-12,9.44133660141233122E-12,9.99999999999999889E-01,-1.8182035074556215,1.05764537477454006E+01,1.00000000000124234E+00,1.00000000000000000E+00,1.30138534496306209E-12,8.92675071114924083E-13,0,1,CONSISTENT_NUMERICALLY,NONE
BETA_MIN_POS,D2,2.99999999999999974E-04,1.05764537477472604E+01,1.05764537477454006E+01,1.86742189931195700E-12,1.76564086966267812E-13,9.42357303301832872E-13,1.00000000000000000E+00,-0.7129864359419759,1.05764537477454006E+01,1.00000000000017586E+00,1.00000000000000000E+00,1.76564086966298912E-13,8.90995531940672093E-14,0,1,CONSISTENT_NUMERICALLY,NONE
BETA_MIN_POS,D2,1.00000000000000002E-03,1.05764537477454503E+01,1.05764537477454006E+01,7.91474622621148721E-13,7.48336485459376970E-14,5.59552404411078896E-13,1.00000000000000000E+00,-0.6645045693273116,1.05764537477454006E+01,1.00000000000000466E+00,1.00000000000000000E+00,7.48336485459380630E-14,5.29054839889371764E-14,0,1,CONSISTENT_NUMERICALLY,NONE
BETA_MIN_POS,D2,3.00000000000000006E-03,1.05764537477450400E+01,1.05764537477454006E+01,3.81406193038584396E-13,3.60618220563664277E-14,2.72670774847938396E-13,1.00000000000000000E+00,-3.651532071890845,1.05764537477454006E+01,9.99999999999965916E-01,1.00000000000000000E+00,3.60618220563664214E-14,2.57809263247677953E-14,0,1,CONSISTENT_NUMERICALLY,NONE
BETA_MIN_POS,D2,1.00000000000000002E-02,1.05764537477454006E+01,1.05764537477454006E+01,4.69979843676176528E-15,4.44364297226150094E-16,4.44089209850062616E-15,1.00000000000000000E+00,,1.05764537477454006E+01,1.00000000000000000E+00,1.00000000000000000E+00,4.44364297226149995E-16,4.19884793562993478E-16,0,1,CONSISTENT_NUMERICALLY,NONE
BETA_MIN_POS,D3,9.99999999999999955E-08,5.46291869313712564E+00,5.46291869107415007E+00,1.93394667629594794E-08,3.54013446827517014E-09,1.37282800682925199E-08,9.99999999999999889E-01,-1.0844351262622873,1.05764537477454006E+01,5.16517050367819586E-01,5.16517050172765946E-01,1.82853981345893985E-09,1.29800407544154376E-09,0,1,CONSISTENT_NUMERICALLY,NONE
BETA_MIN_POS,D3,2.99999999999999986E-07,5.46291868616104193E+00,5.46291869107415007E+00,5.87540011019103041E-09,1.07550568522845307E-09,4.88780571572533518E-09,1.00000000000000000E+00,-1.1945760314637501,1.05764537477454006E+01,5.16517049708233311E-01,5.16517050172765946E-01,5.55517023978240186E-10,4.62140319647998871E-10,0,1,CONSISTENT_NUMERICALLY,NONE
BETA_MIN_POS,D3,9.99999999999999955E-07,5.46291869104678529E+00,5.46291869107415007E+00,1.39450164398565993E-09,2.55266776396312404E-10,1.17801368659797804E-09,1.00000000000000000E+00,-1.4055210560372071,1.05764537477454006E+01,5.16517050170178682E-01,5.16517050172765946E-01,1.31849642351334266E-10,1.11380781752966782E-10,0,1,CONSISTENT_NUMERICALLY,NONE
BETA_MIN_POS,D3,3.00000000000000008E-06,5.46291869102272987E+00,5.46291869107415007E+00,2.97724833326275523E-10,5.44992247116413077E-11,2.13627726619591788E-10,1.00000000000000000E+00,0.005055157369085639,1.05764537477454006E+01,5.16517050167904279E-01,5.16517050172765946E-01,2.81497787847596845E-11,2.01984267803498061E-11,0,1,CONSISTENT_NUMERICALLY,NONE
BETA_MIN_POS,D3,1.00000000000000008E-05,5.46291869118020479E+00,5.46291869107415007E+00,2.99542393118076580E-10,5.48319332670433094E-11,2.04213979060341392E-10,1.00000000000000000E+00,-1.6375365747402235,1.05764537477454006E+01,5.16517050182793480E-01,5.16517050172765946E-01,2.83216284269129919E-11,1.93083602435148952E-11,0,1,CONSISTENT_NUMERICALLY,NONE
BETA_MIN_POS,D3,3.00000000000000008E-05,5.46291869107082473E+00,5.46291869107415007E+00,4.95626809170993818E-11,9.07256426826921874E-12,3.75602327018498272E-11,1.00000000000000000E+00,-1.0817098271409389,1.05764537477454006E+01,5.16517050172451642E-01,5.16517050172765946E-01,4.68613413334925566E-12,3.55130685555700576E-12,0,1,CONSISTENT_NUMERICALLY,NONE
BETA_MIN_POS,D3,1.00000000000000005E-04,5.46291869106924377E+00,5.46291869107415007E+00,1.34757117524703906E-11,2.46676044702776289E-12,9.64739399478276027E-12,1.00000000000000000E+00,-1.672687073824381,1.05764537477454006E+01,5.16517050172302095E-01,5.16517050172765946E-01,1.27412382958163367E-12,9.12157725536247017E-13,0,1,CONSISTENT_NUMERICALLY,NONE
BETA_MIN_POS,D3,2.99999999999999974E-04,5.46291869107480466E+00,5.46291869107415007E+00,2.14524627910103894E-12,3.92692331776032898E-13,1.50102152929321205E-12,1.00000000000000000E+00,0.15757744417167657,1.05764537477454006E+01,5.16517050172827896E-01,5.16517050172765946E-01,2.02832284834446007E-13,1.41921060224291837E-13,0,1,CONSISTENT_NUMERICALLY,NONE
BETA_MIN_POS,D3,1.00000000000000002E-03,5.46291869107445116E+00,5.46291869107415007E+00,2.59340923886414192E-12,4.74729606190435133E-13,2.04236627610043797E-12,1.00000000000000000E+00,-1.7866251283469692,1.05764537477454006E+01,5.16517050172794479E-01,5.16517050172765946E-01,2.45205935819175962E-13,1.93105016559620689E-13,0,1,CONSISTENT_NUMERICALLY,NONE
